sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage,source_run_id,source_run_sample_index
128,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,41627638,41627638,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Solution.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,lower_complexity_half,30,179,3,1,4,9,3.0,1,128,pilot60,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,8
129,61565876:injector/src/main/java/ch/jalu/injector/context/objectidentifier.java,61565876,61565876,ObjectIdentifier,injector/src/main/java/ch/jalu/injector/context/ObjectIdentifier.java,injector,maven:injector,Maven,1.8,lower_complexity_half,44,271,6,5,4,9,1.5,3,129,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\61565876\TestClasses_61565876_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[22,74] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[23,36] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[28,74] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIden",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,115
129,61565876:injector/src/main/java/ch/jalu/injector/context/objectidentifier.java,61565876,61565876,ObjectIdentifier,injector/src/main/java/ch/jalu/injector/context/ObjectIdentifier.java,injector,maven:injector,Maven,1.8,lower_complexity_half,44,271,6,5,4,9,1.5,3,129,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\61565876\TestClasses_61565876_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[22,74] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[23,36] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIdentifier_RBL4_7460272fTest.java:[28,74] cannot find symbol - symbol: variable SINGLETON - location: interface ch.jalu.injector.context.ResolutionType - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/115_61565876_7460272f/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ObjectIden",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,115
131,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,39195736,39195736,LineLengthCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/LineLengthCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,70,485,6,3,4,9,1.5,5,131,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[7,50] cannot find symbol - symbol: class Context - location: package org.sonar.plugins.jproperties.api.visitors - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[18,13] cannot find symbol - symbol: class Context - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[66,13] cannot find symbol - symbol: class File - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,19
131,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,39195736,39195736,LineLengthCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/LineLengthCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,70,485,6,3,4,9,1.5,5,131,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gpt-4o-mini-2024-07-18",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,19
132,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbresultconverter.java,9619226,9619226,SimpleDbResultConverter,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/SimpleDbResultConverter.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,37,283,4,3,4,9,2.25,10,132,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9619226\TestClasses_9619226_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\210_9619226_c6463d40\compiledrepos\9619226\spring-data-simpledb-impl\src\test\java\org\springframework\data\simpledb\query\SimpleDbResultConverter_RBL4_c6463d40Test.java:[15,15] error: invalid method declaration; return type required - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\210_9619226_c6463d40\compiledrepos\9619226\spring-data-simpledb-impl\src\test\java\org\springframework\data\simpledb\query\SimpleDbResultConverter_RBL4_c6463d40Test.java:[40,46] error: diamond operator is not supported in -source 1.6",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,210
133,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/defaultasynccompletionhandler.java,74999474,74999474,DefaultAsyncCompletionHandler,parsec-clients/src/main/java/com/yahoo/parsec/clients/DefaultAsyncCompletionHandler.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,46,345,5,1,4,10,2.0,4,133,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\74999474\TestClasses_74999474_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 0 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '74999474' ---- Processing project: 74999474, module: parsec-clients [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 74999474_parsec-clients is a Gradle project 74999474_parsec-clients is a Gradle TestNG module; enabling TestNG execution and PIT TestNG plugin support. ---- STARTING evosuite test type --//loading evosuite generation",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,164
134,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/parser.java,41627638,41627638,Parser,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Parser.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,lower_complexity_half,35,312,5,1,4,10,2.0,6,134,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,jacoco_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,"cwd=D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\035_41627638_6bf65714\compiledrepos\41627638\leetcode\battleships-in-a-board; tasks=test,jacocoTestReport; The following general errors were encountered during the Gradle build: - :compileTestJava FAILED - - BUILD FAILED - - Total time: 7.313 secs",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,35
134,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/parser.java,41627638,41627638,Parser,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Parser.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,lower_complexity_half,35,312,5,1,4,10,2.0,6,134,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Parser class An error",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,35
135,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,ChannelUtils,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/ChannelUtils.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,41,269,4,3,4,10,2.5,7,135,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Some problems were encountered while processing the POMs: - Non-resolvable import POM: The following artifacts could not be resolved: software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT (absent): Could not find artifact software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT @ software.amazon.awssdk:http-clients:2.49.2-SNAPSHOT, D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\203_95247959_6d41ba87\compiledrepos\95247959\http-clients\pom.xml, line 42, column 25 - 'dependencies.dependency.version' for io.netty:netty-codec-http:jar is missing. @ line 39, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec-http2:jar is missing. @ line 43, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec:jar is missing. @ line 47, column 21 - 'dependencies.dependency.version' for io.netty:netty-transport:jar is missing. @ line 51, column 21 - 'dependencies.dependency.version' for io.netty:netty-common:jar is missing. @ line 55, column 21 - 'dependencies.dependency.version' for io.netty:netty-buffer:jar is missing. @ line 59, column 21 - 'dependencies.dependency.version' fo",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,203
135,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,ChannelUtils,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/ChannelUtils.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,41,269,4,3,4,10,2.5,7,135,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_evosuite.failed,"s.dependency.version' for org.mockito:mockito-core:jar is missing. @ line 123, column 21 - 'dependencies.dependency.version' for org.assertj:assertj-core:jar is missing. @ line 128, column 21 - 'dependencies.dependency.version' for org.reactivestreams:reactive-streams-tck:jar is missing. @ line 133, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-api:jar is missing. @ line 138, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-core:jar is missing. @ line 143, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-slf4j-impl:jar is missing. @ line 148, column 21 - 'dependencies.dependency.version' for io.netty:netty-tcnative-boringssl-static:jar is missing. @ line 153, column 21 - 'dependencies.dependency.version' for io.reactivex.rxjava2:rxjava:jar is missing. @ line 158, column 21 - @ - The build could not read 1 project -> [Help 1] - - The project software.amazon.awssdk:netty-nio-client:2.49.2-SNAPSHOT (D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\203_95247959_6d41ba87\compiledrepos\95247959\http-clients\netty-nio-client\pom.xml) has 26 errors - Non-resolvable import POM: ",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,203
136,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,39195736,39195736,CommentConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/CommentConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,61,441,5,3,4,10,2.0,9,136,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,20
136,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,39195736,39195736,CommentConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/CommentConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,61,441,5,3,4,10,2.0,9,136,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,20
137,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,44308560,44308560,ResourceImportEvent,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,45,331,7,6,4,11,1.5714285714285714,2,137,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,51
137,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,44308560,44308560,ResourceImportEvent,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,45,331,7,6,4,11,1.5714285714285714,2,137,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,51
138,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,558963,558963,Header,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Header.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,lower_complexity_half,43,307,5,2,4,11,2.2,3,138,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\558963\TestClasses_558963_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '558963' ---- Processing project: 558963, module: httpcache4j-api [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 558963_httpcache4j-api is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the Header class --//loading maven execution..// Test classes: -D",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,24
