sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail,source_run_id,source_run_sample_index
63,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,Http2SettingsFrameHandler,Http2SettingsFrameHandler_RBL4_27231889Test,PASS,ok,496.919,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\200_95247959_27231889,sandbox readiness passed,20260724_022225_resume240,200
64,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/applicationcontextwalker.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,ApplicationContextWalker,ApplicationContextWalker_RBL4_8573e9e6Test,PASS,ok,0.611,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\220_97822421_8573e9e6,sandbox readiness passed,20260724_022225_resume240,220
65,61565876:injector/src/main/java/ch/jalu/injector/context/resolutioncontext.java,61565876,61565876,injector,maven:injector,Maven,ResolutionContext,ResolutionContext_RBL4_f0244fa3Test,PASS,ok,4.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\112_61565876_f0244fa3,sandbox readiness passed,20260724_022225_resume240,112
66,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,core,maven:core,Maven,DefaultMoneyManagement,DefaultMoneyManagement_RBL4_047e84e6Test,PASS,ok,6.692,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\171_77481567_047e84e6,sandbox readiness passed,20260724_022225_resume240,171
67,98410891:core/src/main/java/com/softavail/commsrouter/domain/routerobject.java,98410891,98410891,core,maven:core,Maven,RouterObject,RouterObject_RBL4_12e60e04Test,PASS,ok,36.068,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\225_98410891_12e60e04,sandbox readiness passed,20260724_022225_resume240,225
68,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,SharedSdkEventLoopGroup,SharedSdkEventLoopGroup_RBL4_9e42aa37Test,PASS,ok,336.955,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\201_95247959_9e42aa37,sandbox readiness passed,20260724_022225_resume240,201
69,6437134:enav-util/src/main/java/dk/dma/enav/util/coordinateconverter.java,6437134,6437134,enav-util,maven:enav-util,Maven,CoordinateConverter,CoordinateConverter_RBL4_8d23156cTest,PASS,ok,2.413,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\128_6437134_8d23156c,sandbox readiness passed,20260724_022225_resume240,128
70,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbqueryrunner.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbQueryRunner,SimpleDbQueryRunner_RBL4Test_6778b5de,PASS,ok,5.679,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\052_9619226_SimpleDbQueryRunner_6778b5de,sandbox readiness passed,pilot60_resume_20260724_083102,52
71,6293402:server/src/main/java/com/vaadin/data/provider/listdataprovider.java,6293402,6293402,server,maven:server,Maven,ListDataProvider,ListDataProvider_RBL4Test_d31191e9,PASS,ok,232.714,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\030_6293402_ListDataProvider_d31191e9,sandbox readiness passed,pilot60_resume_20260724_083102,30
72,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/directives.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Directives,Directives_RBL4_38f5b07cTest,PASS,ok,0.255,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\097_558963_38f5b07c,sandbox readiness passed,20260724_022225_resume240,97
73,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/cfg4jconfiguration.java,98410891,98410891,applications/demo,maven:applications/demo,Maven,Cfg4jConfiguration,Cfg4jConfiguration_RBL4_4b1af932Test,PASS,ok,27.605,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\226_98410891_4b1af932,sandbox readiness passed,20260724_022225_resume240,226
74,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/slidingwindowpolicy.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,SlidingWindowPolicy,SlidingWindowPolicy_RBL4_0ca1a5feTest,PASS,ok,69.009,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\081_48046454_0ca1a5fe,sandbox readiness passed,20260724_022225_resume240,81
75,46450575:flo-workflow/src/main/java/com/spotify/flo/serialization.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,Serialization,Serialization_RBL4_0293e98eTest,PASS,ok,25.944,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\076_46450575_0293e98e,sandbox readiness passed,20260724_022225_resume240,76
76,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/jetclientinstanceimpl.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,JetClientInstanceImpl,JetClientInstanceImpl_RBL4Test_5e8ad51c,PASS,ok,73.027,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\020_48046454_JetClientInstanceImpl_5e8ad51c,sandbox readiness passed,pilot60_resume_20260724_083102,20
77,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/formatter.java,46396068,46396068,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,Formatter,Formatter_RBL4_598cee20Test,PASS,ok,30.786,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\065_46396068_598cee20,sandbox readiness passed,20260724_022225_resume240,65
78,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoutput.java,46450575,46450575,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,BigQueryOutput,BigQueryOutput_RBL4_ea016342Test,PASS,ok,33.024,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\077_46450575_ea016342,sandbox readiness passed,20260724_022225_resume240,77
79,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufservice.java,85795396,85795396,core,gradle:core,Gradle,ProtobufService,ProtobufService_RBL4_33f17a9fTest,PASS,ok,58.14,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\196_85795396_33f17a9f,sandbox readiness passed,20260724_022225_resume240,196
80,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystemfactory.java,85795396,85795396,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,DropwizardMetricsSystemFactory,DropwizardMetricsSystemFactory_RBL4Test_33421196,PASS,ok,39.906,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\048_85795396_DropwizardMetricsSystemFactory_33421196,sandbox readiness passed,pilot60_resume_20260724_083102,48
81,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/typesafeannotationhandler.java,61565876,61565876,injector,maven:injector,Maven,TypeSafeAnnotationHandler,TypeSafeAnnotationHandler_RBL4Test_35218d3d,PASS,ok,5.015,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\028_61565876_TypeSafeAnnotationHandler_35218d3d,sandbox readiness passed,pilot60_resume_20260724_083102,28
82,78444970:examples/graph/src/main/java/graph/algorithm/traversal/dfs.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,Dfs,Dfs_RBL4_4340daa1Test,PASS,ok,21.356,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\178_78444970_4340daa1,sandbox readiness passed,20260724_022225_resume240,178
83,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/alphanumstringcomparator.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,AlphanumStringComparator,AlphanumStringComparator_RBL4_324510faTest,PASS,ok,4.877,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\208_9619226_324510fa,sandbox readiness passed,20260724_022225_resume240,208
84,46450575:contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/terminationlogging.java,46450575,46450575,contrib/flo-styx,maven:contrib/flo-styx,Maven,TerminationLogging,TerminationLogging_RBL4_bd50ba45Test,PASS,ok,26.504,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\078_46450575_bd50ba45,sandbox readiness passed,20260724_022225_resume240,78
85,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/riskmoneyprovider.java,77481567,77481567,core,maven:core,Maven,RiskMoneyProvider,RiskMoneyProvider_RBL4Test_040b3628,PASS,ok,2.955,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\042_77481567_RiskMoneyProvider_040b3628,sandbox readiness passed,pilot60_resume_20260724_083102,42
86,77481567:core/src/main/java/de/voidnode/trading4j/domain/timeframe/m15.java,77481567,77481567,core,maven:core,Maven,M15,M15_RBL4_84dc3de1Test,PASS,ok,1.0,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\172_77481567_84dc3de1,sandbox readiness passed,20260724_022225_resume240,172
87,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/api/jobexecutionmultipleshardingcontext.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,JobExecutionMultipleShardingContext,JobExecutionMultipleShardingContext_RBL4Test_c6723af1,PASS,ok,14.795,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\026_60578004_JobExecutionMultipleShardingContext_c6723af1,sandbox readiness passed,pilot60_resume_20260724_083102,26
88,77481567:core/src/main/java/de/voidnode/trading4j/functionality/smoothers/simplemovingaverageratio.java,77481567,77481567,core,maven:core,Maven,SimpleMovingAverageRatio,SimpleMovingAverageRatio_RBL4_3960d3dfTest,PASS,ok,0.954,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\173_77481567_3960d3df,sandbox readiness passed,20260724_022225_resume240,173
89,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/datasetutil.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,DataSetUtil,DataSetUtil_RBL4_79e5be4dTest,PASS,ok,363.931,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\186_81384608_79e5be4d,sandbox readiness passed,20260724_022225_resume240,186
90,46450575:flo-workflow/src/main/java/com/spotify/flo/context/memoizingcontext.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,MemoizingContext,MemoizingContext_RBL4_c253e1f9Test,PASS,ok,19.93,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\079_46450575_c253e1f9,sandbox readiness passed,20260724_022225_resume240,79
91,98410891:core/src/main/java/com/softavail/commsrouter/eval/jevalevaluator.java,98410891,98410891,core,maven:core,Maven,JEvalEvaluator,JEvalEvaluator_RBL4Test_306ef4d3,PASS,ok,34.384,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\056_98410891_JEvalEvaluator_306ef4d3,sandbox readiness passed,pilot60_resume_20260724_083102,56
92,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/core/domainitembuilder.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,DomainItemBuilder,DomainItemBuilder_RBL4_fe7e4c72Test,PASS,ok,0.293,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\209_9619226_fe7e4c72,sandbox readiness passed,20260724_022225_resume240,209
93,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/plugin/sharding/strategy/averageallocationjobshardingstrategy.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,AverageAllocationJobShardingStrategy,AverageAllocationJobShardingStrategy_RBL4_bd05f034Test,PASS,ok,0.89,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\106_60578004_bd05f034,sandbox readiness passed,20260724_022225_resume240,106
94,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobsummaryserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveJobSummaryServiceImpl,MasterSlaveJobSummaryServiceImpl_RBL4_7f5ca105Test,PASS,ok,50.393,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\089_49384652_7f5ca105,sandbox readiness passed,20260724_022225_resume240,89
95,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobsummaryserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyJobSummaryServiceImpl,StandbyJobSummaryServiceImpl_RBL4_28ebbe05Test,PASS,ok,68.541,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\090_49384652_28ebbe05,sandbox readiness passed,20260724_022225_resume240,90
96,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parseccompletablefuture.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecCompletableFuture,ParsecCompletableFuture_RBL4_fd9ad981Test,PASS,ok,16.179,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\162_74999474_fd9ad981,sandbox readiness passed,20260724_022225_resume240,162
97,6944525:d2/src/main/java/com/linkedin/d2/balancer/zkfs/zkfsutil.java,6944525,6944525,d2,gradle:d2,Gradle,ZKFSUtil,ZKFSUtil_RBL4Test_ba0e160d,PASS,ok,212.863,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\038_6944525_ZKFSUtil_ba0e160d,sandbox readiness passed,pilot60_resume_20260724_083102,38
98,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/processor/insertwatermarksp.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,InsertWatermarksP,InsertWatermarksP_RBL4_c320ce76Test,PASS,ok,68.801,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\082_48046454_c320ce76,sandbox readiness passed,20260724_022225_resume240,82
99,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/singletonstoredependencyhandler.java,61565876,61565876,injector,maven:injector,Maven,SingletonStoreDependencyHandler,SingletonStoreDependencyHandler_RBL4_b36dd89fTest,PASS,ok,4.626,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\113_61565876_b36dd89f,sandbox readiness passed,20260724_022225_resume240,113
100,6437134:enav-util/src/main/java/dk/dma/enav/util/compass/compassutils.java,6437134,6437134,enav-util,maven:enav-util,Maven,CompassUtils,CompassUtils_RBL4_262d6b6cTest,PASS,ok,2.407,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\129_6437134_262d6b6c,sandbox readiness passed,20260724_022225_resume240,129
101,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/doubledefinitionsregistrationcontext.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleDefinitionsRegistrationContext,DoubleDefinitionsRegistrationContext_RBL4Test_a7437094,PASS,ok,8.722,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\054_97822421_DoubleDefinitionsRegistrationContext_a7437094,sandbox readiness passed,pilot60_resume_20260724_083102,54
102,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/beandefinitionfinder.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,BeanDefinitionFinder,BeanDefinitionFinder_RBL4_e4d7c8afTest,PASS,ok,0.399,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\221_97822421_e4d7c8af,sandbox readiness passed,20260724_022225_resume240,221
103,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/standardinjection.java,61565876,61565876,injector,maven:injector,Maven,StandardInjection,StandardInjection_RBL4_3a4b44fbTest,PASS,ok,0.318,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\114_61565876_3a4b44fb,sandbox readiness passed,20260724_022225_resume240,114
104,66303306:event/src/main/java/com/bazaarvoice/emodb/event/api/dedupeventstorechannels.java,66303306,66303306,event,maven:event,Maven,DedupEventStoreChannels,DedupEventStoreChannels_RBL4_1ac113bfTest,PASS,ok,118.421,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\145_66303306_1ac113bf,sandbox readiness passed,20260724_022225_resume240,145
105,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsechttputil.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecHttpUtil,ParsecHttpUtil_RBL4_603d73bfTest,PASS,ok,15.731,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\163_74999474_603d73bf,sandbox readiness passed,20260724_022225_resume240,163
106,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourcefactory.java,45997449,45997449,WebRex,maven:WebRex,Maven,ResourceFactory,ResourceFactory_RBL4_d6d7f2bdTest,PASS,ok,9.404,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\056_45997449_d6d7f2bd,sandbox readiness passed,20260724_022225_resume240,56
107,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/propertiesconfiguration.java,98410891,98410891,applications/demo,maven:applications/demo,Maven,PropertiesConfiguration,PropertiesConfiguration_RBL4_1e12e7ddTest,PASS,ok,27.154,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\227_98410891_1e12e7dd,sandbox readiness passed,20260724_022225_resume240,227
108,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberintervalboundary.java,98410891,98410891,core-interface,maven:core-interface,Maven,NumberIntervalBoundary,NumberIntervalBoundary_RBL4_1b7997e6Test,PASS,ok,13.689,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\228_98410891_1b7997e6,sandbox readiness passed,20260724_022225_resume240,228
109,6944525:d2/src/main/java/com/linkedin/d2/discovery/stores/zk/zookeeperconnectionawarestore.java,6944525,6944525,d2,gradle:d2,Gradle,ZooKeeperConnectionAwareStore,ZooKeeperConnectionAwareStore_RBL4_0e47558fTest,PASS,ok,250.231,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\152_6944525_0e47558f,sandbox readiness passed,20260724_022225_resume240,152
110,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublesearch.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleSearch,DoubleSearch_RBL4_ffeb6769Test,PASS,ok,0.555,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\222_97822421_ffeb6769,sandbox readiness passed,20260724_022225_resume240,222
111,6293402:server/src/main/java/com/vaadin/data/provider/treedataprovider.java,6293402,6293402,server,maven:server,Maven,TreeDataProvider,TreeDataProvider_RBL4_73451966Test,PASS,ok,277.369,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\120_6293402_73451966,sandbox readiness passed,20260724_022225_resume240,120
112,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/user/users.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,Users,Users_RBL4_95026f6cTest,PASS,ok,22.322,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\041_43105609_95026f6c,sandbox readiness passed,20260724_022225_resume240,41
113,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/decimalstringsplit.java,46396068,46396068,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,DecimalStringSplit,DecimalStringSplit_RBL4_3a04c22aTest,PASS,ok,6.461,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\066_46396068_3a04c22a,sandbox readiness passed,20260724_022225_resume240,66
114,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/menu/menus.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,Menus,Menus_RBL4_2abcc2c1Test,PASS,ok,30.017,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\042_43105609_2abcc2c1,sandbox readiness passed,20260724_022225_resume240,42
115,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/proxytunnelinithandler.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ProxyTunnelInitHandler,ProxyTunnelInitHandler_RBL4_8592520dTest,PASS,ok,369.192,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\202_95247959_8592520d,sandbox readiness passed,20260724_022225_resume240,202
116,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/user/tags.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,Tags,Tags_RBL4_07837a1cTest,PASS,ok,36.308,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\043_43105609_07837a1c,sandbox readiness passed,20260724_022225_resume240,43
117,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/care/caremessages.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,CareMessages,CareMessages_RBL4Test_737b9436,PASS,ok,22.747,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\010_43105609_CareMessages_737b9436,sandbox readiness passed,pilot60_resume_20260724_083102,10
118,6293402:server/src/main/java/com/vaadin/server/vaadinportletrequest.java,6293402,6293402,server,maven:server,Maven,VaadinPortletRequest,VaadinPortletRequest_RBL4_5e6ec39eTest,PASS,ok,277.089,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\121_6293402_5e6ec39e,sandbox readiness passed,20260724_022225_resume240,121
119,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,3713233,3713233,core,maven:core,Maven,ReturnTypeMeta,ReturnTypeMeta_RBL4_d95af645Test,PASS,ok,6.054,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\002_3713233_d95af645,sandbox readiness passed,20260724_022225_resume240,2
120,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbynodeserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyNodeServiceImpl,StandbyNodeServiceImpl_RBL4_b0b0f02aTest,PASS,ok,33.241,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\091_49384652_b0b0f02a,sandbox readiness passed,20260724_022225_resume240,91
121,78444970:examples/graph/src/main/java/graph/algorithm/mst/boruvkakruskal.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,BoruvkaKruskal,BoruvkaKruskal_RBL4Test_9edb2ce5,PASS,ok,16.023,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\044_78444970_BoruvkaKruskal_9edb2ce5,sandbox readiness passed,pilot60_resume_20260724_083102,44
122,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,3713233,3713233,core,maven:core,Maven,ArgTypeMeta,ArgTypeMeta_RBL4_5cccf4b4Test,PASS,ok,6.04,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\003_3713233_5cccf4b4,sandbox readiness passed,20260724_022225_resume240,3
123,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/alertsender.java,46396068,46396068,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,AlertSender,AlertSender_RBL4Test_ed64392c,PASS,ok,6.642,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\016_46396068_AlertSender_ed64392c,sandbox readiness passed,pilot60_resume_20260724_083102,16
124,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/objecthelper.java,49384652,49384652,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,ObjectHelper,ObjectHelper_RBL4Test_3f333538,PASS,ok,24.236,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\022_49384652_ObjectHelper_3f333538,sandbox readiness passed,pilot60_resume_20260724_083102,22
125,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbcrelationprovider.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcRelationProvider,JdbcRelationProvider_RBL4_901bfaa9Test,PASS,ok,339.998,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\187_81384608_901bfaa9,sandbox readiness passed,20260724_022225_resume240,187
126,78444970:examples/graph/src/main/java/graph/algorithm/path/dijkstra.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,Dijkstra,Dijkstra_RBL4_6d96978aTest,PASS,ok,21.349,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\179_78444970_6d96978a,sandbox readiness passed,20260724_022225_resume240,179
127,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/agentserverversionschecker.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,AgentServerVersionsChecker,AgentServerVersionsChecker_RBL4_17a13120Test,PASS,ok,103.745,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\050_44308560_17a13120,sandbox readiness passed,20260724_022225_resume240,50
