source_sample,run_mode,source_row_index,project,module,focal_class,test_class,id_focal_class,arm,generator,prompt_technique,fairness_policy,generated_test_file,generated_test_file_exists,failure_markers,baseline_build_status,baseline_build_detail,compilation,branch_coverage_compiled_only,line_coverage_compiled_only,method_coverage_compiled_only,mutation_score_compiled_only,branch_coverage_strict_zero_fill,line_coverage_strict_zero_fill,method_coverage_strict_zero_fill,mutation_score_strict_zero_fill,fail_stage
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,25,74217,flapjack-cobol,CobolFieldDefinitionFactory,CobolFieldDefinitionFactoryTest,74217_CobolFieldDefinitionFactory,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/74217/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_CobolFieldDefinitionFactoryTest.java,0,output/74217/TestClasses_74217_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,25,74217,flapjack-cobol,CobolFieldDefinitionFactory,CobolFieldDefinitionFactoryTest,74217_CobolFieldDefinitionFactory,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/74217/response_evosuite_CobolFieldDefinitionFactoryTest.java,0,output/74217/TestClasses_74217_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,26,35132359,hapi-fhir-base,UrlUtil,UrlUtilTest,35132359_UrlUtil,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/35132359/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_UrlUtilTest.java,1,,PASS,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,68.0,64.41,85.71,21.62,68.0,64.41,85.71,21.62,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,26,35132359,hapi-fhir-base,UrlUtil,UrlUtilTest,35132359_UrlUtil,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/35132359/response_evosuite_UrlUtilTest.java,1,,PASS,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,98.0,91.53,100.0,8.11,98.0,91.53,100.0,8.11,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,27,73087334,pac4j-saml-config-db,DatabaseLoadedSAML2Clients,DatabaseLoadedSAML2ClientsTest,73087334_DatabaseLoadedSAML2Clients,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/73087334/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_DatabaseLoadedSAML2ClientsTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,27,73087334,pac4j-saml-config-db,DatabaseLoadedSAML2Clients,DatabaseLoadedSAML2ClientsTest,73087334_DatabaseLoadedSAML2Clients,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/73087334/response_evosuite_DatabaseLoadedSAML2ClientsTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,28,7091762,cron-parser-spring,CronExpressionFormatter,CronExpressionFormatterTest,7091762_CronExpressionFormatter,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/7091762/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_CronExpressionFormatterTest.java,0,,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,28,7091762,cron-parser-spring,CronExpressionFormatter,CronExpressionFormatterTest,7091762_CronExpressionFormatter,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/7091762/response_evosuite_CronExpressionFormatterTest.java,0,,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,29,38080174,core-http,HttpMessage,HttpMessageTest,38080174_HttpMessage,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_HttpMessageTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,29,38080174,core-http,HttpMessage,HttpMessageTest,38080174_HttpMessage,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_HttpMessageTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,30,38080174,core-http,ContentType,ContentTypeTest,38080174_ContentType,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ContentTypeTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,30,38080174,core-http,ContentType,ContentTypeTest,38080174_ContentType,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_ContentTypeTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,1.54,7.69,0.0,0.0,1.54,7.69,0.0,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,31,38080174,uikernel,ReadSettings,ReadSettingsTest,38080174_ReadSettings,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ReadSettingsTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,31,38080174,uikernel,ReadSettings,ReadSettingsTest,38080174_ReadSettings,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_ReadSettingsTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,33.96,90.91,4.17,0.0,33.96,90.91,4.17,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,32,38080174,core-http,HttpCookie,HttpCookieTest,38080174_HttpCookie,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_HttpCookieTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,32,38080174,core-http,HttpCookie,HttpCookieTest,38080174_HttpCookie,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_HttpCookieTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,3.09,2.33,0.0,0.0,3.09,2.33,0.0,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,33,38080174,util-common,Utils,UtilsTest,38080174_Utils,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_UtilsTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,33,38080174,util-common,Utils,UtilsTest,38080174_Utils,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_UtilsTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,34,38080174,cloud-fs,CachedFsClient,TestCachedFsClient,38080174_CachedFsClient,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TestCachedFsClient.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,34,38080174,cloud-fs,CachedFsClient,TestCachedFsClient,38080174_CachedFsClient,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_TestCachedFsClient.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,35,38080174,boot-jmx,JmxRegistry,JmxRegistryTest,38080174_JmxRegistry,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_JmxRegistryTest.java,1,output/38080174/TestClasses_38080174_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,35,38080174,boot-jmx,JmxRegistry,JmxRegistryTest,38080174_JmxRegistry,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/38080174/response_evosuite_JmxRegistryTest.java,1,output/38080174/TestClasses_38080174_evosuite.failed;output/38080174/TestClasses_38080174_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,55.36,39.57,76.0,22.58,55.36,39.57,76.0,22.58,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,36,812511,ssl-proxies,CertificateUtil,CertificateUtilTest,812511_CertificateUtil,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/812511/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_CertificateUtilTest.java,0,output/812511/TestClasses_812511_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,36,812511,ssl-proxies,CertificateUtil,CertificateUtilTest,812511_CertificateUtil,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/812511/response_evosuite_CertificateUtilTest.java,0,output/812511/TestClasses_812511_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,37,812511,ssl-proxies,OpenSSLKey,OpenSSLKeyTest,812511_OpenSSLKey,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/812511/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_OpenSSLKeyTest.java,0,output/812511/TestClasses_812511_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,37,812511,ssl-proxies,OpenSSLKey,OpenSSLKeyTest,812511_OpenSSLKey,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/812511/response_evosuite_OpenSSLKeyTest.java,0,output/812511/TestClasses_812511_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,38,49126308,db-scroll-elastic,ElasticScroll,ElasticScrollTest,49126308_ElasticScroll,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/49126308/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ElasticScrollTest.java,1,output/49126308/TestClasses_49126308_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,38,49126308,db-scroll-elastic,ElasticScroll,ElasticScrollTest,49126308_ElasticScroll,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/49126308/response_evosuite_ElasticScrollTest.java,1,output/49126308/TestClasses_49126308_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,0.0,2.44,11.11,0.0,0.0,2.44,11.11,0.0,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,39,5093728,core,FeatureContext,FeatureContextTest,5093728_FeatureContext,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/5093728/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_FeatureContextTest.java,1,output/5093728/TestClasses_5093728_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,39,5093728,core,FeatureContext,FeatureContextTest,5093728_FeatureContext,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/5093728/response_evosuite_FeatureContextTest.java,1,output/5093728/TestClasses_5093728_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,40,5093728,core,AnnotationRetriever,AnnotationRetrieverTest,5093728_AnnotationRetriever,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/5093728/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_AnnotationRetrieverTest.java,1,output/5093728/TestClasses_5093728_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,40,5093728,core,AnnotationRetriever,AnnotationRetrieverTest,5093728_AnnotationRetriever,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/5093728/response_evosuite_AnnotationRetrieverTest.java,1,output/5093728/TestClasses_5093728_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,41,74458764,session-replacement,RepositoryBackedSession,TestRepositoryBackedSession,74458764_RepositoryBackedSession,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TestRepositoryBackedSession.java,0,output/74458764/TestClasses_74458764_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,41,74458764,session-replacement,RepositoryBackedSession,TestRepositoryBackedSession,74458764_RepositoryBackedSession,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_evosuite_TestRepositoryBackedSession.java,0,output/74458764/TestClasses_74458764_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,42,74458764,session-replacement,RedisConfiguration,TestRedisConfiguration,74458764_RedisConfiguration,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TestRedisConfiguration.java,0,output/74458764/TestClasses_74458764_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,42,74458764,session-replacement,RedisConfiguration,TestRedisConfiguration,74458764_RedisConfiguration,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_evosuite_TestRedisConfiguration.java,0,output/74458764/TestClasses_74458764_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,43,74458764,session-replacement,SessionConfiguration,TestSessionConfiguration,74458764_SessionConfiguration,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TestSessionConfiguration.java,0,output/74458764/TestClasses_74458764_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,43,74458764,session-replacement,SessionConfiguration,TestSessionConfiguration,74458764_SessionConfiguration,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/74458764/response_evosuite_TestSessionConfiguration.java,0,output/74458764/TestClasses_74458764_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,44,7283919,dbfit-java,DataCell,DataCellTest,7283919_DataCell,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_DataCellTest.java,0,output/7283919/TestClasses_7283919_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,44,7283919,dbfit-java,DataCell,DataCellTest,7283919_DataCell,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_evosuite_DataCellTest.java,0,output/7283919/TestClasses_7283919_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,45,7283919,dbfit-java,TeradataDatePeriod,TeradataDatePeriodTest,7283919_TeradataDatePeriod,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_TeradataDatePeriodTest.java,1,output/7283919/TestClasses_7283919_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,45,7283919,dbfit-java,TeradataDatePeriod,TeradataDatePeriodTest,7283919_TeradataDatePeriod,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_evosuite_TeradataDatePeriodTest.java,0,output/7283919/TestClasses_7283919_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,46,7283919,dbfit-java,DbParameterAccessorsMapBuilder,DbParameterAccessorsMapBuilderTest,7283919_DbParameterAccessorsMapBuilder,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_DbParameterAccessorsMapBuilderTest.java,0,output/7283919/TestClasses_7283919_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,46,7283919,dbfit-java,DbParameterAccessorsMapBuilder,DbParameterAccessorsMapBuilderTest,7283919_DbParameterAccessorsMapBuilder,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/7283919/response_evosuite_DbParameterAccessorsMapBuilderTest.java,0,output/7283919/TestClasses_7283919_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,47,54620819,mvn-golang-wrapper,PackageList,PackageListTest,54620819_PackageList,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/54620819/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_PackageListTest.java,1,output/54620819/TestClasses_54620819_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,47,54620819,mvn-golang-wrapper,PackageList,PackageListTest,54620819_PackageList,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/54620819/response_evosuite_PackageListTest.java,1,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,100.0,100.0,100.0,37.84,100.0,100.0,100.0,37.84,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,48,54231507,core,UnhandledAlertHandlingWebDriver,UnhandledAlertHandlingWebDriverTest,54231507_UnhandledAlertHandlingWebDriver,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/54231507/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_UnhandledAlertHandlingWebDriverTest.java,1,output/54231507/TestClasses_54231507_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
