repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,AbstractService,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/admin/v1/resource/AbstractService.java,AbstractServiceTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/admin/v1/resource/AbstractServiceTest.java,205,7,1.87,43,23,14,medium,True,main,1,51,4442270828601798807,,"Main sampled class (Rank 1, CC 7)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,2,51,4442270828601798807,,"Main sampled class (Rank 2, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,3,51,4442270828601798807,,"Main sampled class (Rank 3, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,4,51,4442270828601798807,,"Main sampled class (Rank 4, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,5,51,4442270828601798807,,"Main sampled class (Rank 5, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,6,51,4442270828601798807,,"Main sampled class (Rank 6, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,ValidationUtil,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtil.java,ValidationUtilTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/util/ValidationUtilTest.java,254,12,3.56,64,18,16,high,True,main,7,51,4442270828601798807,,"Main sampled class (Rank 7, CC 12)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RequestUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/util/RequestUtil.java,RequestUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/util/RequestUtilTest.java,120,5,2.5,20,8,7,medium,True,main,8,51,4442270828601798807,,"Main sampled class (Rank 8, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RequestUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/util/RequestUtil.java,RequestUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/util/RequestUtilTest.java,120,5,2.5,20,8,7,medium,True,main,9,51,4442270828601798807,,"Main sampled class (Rank 9, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RequestUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/util/RequestUtil.java,RequestUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/util/RequestUtilTest.java,120,5,2.5,20,8,7,medium,True,main,10,51,4442270828601798807,,"Main sampled class (Rank 10, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RequestUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/util/RequestUtil.java,RequestUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/util/RequestUtilTest.java,120,5,2.5,20,8,7,medium,True,main,11,51,4442270828601798807,,"Main sampled class (Rank 11, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RequestUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/util/RequestUtil.java,RequestUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/util/RequestUtilTest.java,120,5,2.5,20,8,7,medium,True,main,12,51,4442270828601798807,,"Main sampled class (Rank 12, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,HttpSessionCleanupTask,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTask.java,HttpSessionCleanupTaskTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTaskTest.java,74,3,1.4,7,5,4,low,True,main,13,51,4442270828601798807,,"Main sampled class (Rank 13, CC 3)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,HttpSessionCleanupTask,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTask.java,HttpSessionCleanupTaskTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTaskTest.java,74,3,1.4,7,5,4,low,True,main,14,51,4442270828601798807,,"Main sampled class (Rank 14, CC 3)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,HttpSessionCleanupTask,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTask.java,HttpSessionCleanupTaskTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/oauth2/session/tasks/HttpSessionCleanupTaskTest.java,74,3,1.4,7,5,4,low,True,main,15,51,4442270828601798807,,"Main sampled class (Rank 15, CC 3)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,SystemConfiguration,kangaroo-common/src/main/java/net/krotscheck/kangaroo/common/config/SystemConfiguration.java,SystemConfigurationTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/common/config/SystemConfigurationTest.java,43,2,1.25,5,4,2,low,True,main,16,51,4442270828601798807,,"Main sampled class (Rank 16, CC 2)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RedirectingExceptionMapper,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/oauth2/exception/RedirectingExceptionMapper.java,RedirectingExceptionMapperTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/oauth2/exception/RedirectingExceptionMapperTest.java,49,2,1.33,4,3,1,low,True,main,17,51,4442270828601798807,,"Main sampled class (Rank 17, CC 2)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,RedirectingExceptionMapper,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/oauth2/exception/RedirectingExceptionMapper.java,RedirectingExceptionMapperTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/oauth2/exception/RedirectingExceptionMapperTest.java,49,2,1.33,4,3,1,low,True,main,18,51,4442270828601798807,,"Main sampled class (Rank 18, CC 2)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,IdUtil,kangaroo-common/src/main/java/net/krotscheck/kangaroo/common/hibernate/id/IdUtil.java,IdUtilTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/common/hibernate/id/IdUtilTest.java,26,2,1.5,6,4,3,low,True,main,19,51,4442270828601798807,,"Main sampled class (Rank 19, CC 2)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,PasswordAuthenticator,kangaroo-server-authz/src/main/java/net/krotscheck/kangaroo/authz/common/authenticator/password/PasswordAuthenticator.java,PasswordAuthenticatorTest,kangaroo-server-authz/src/test/java/net/krotscheck/kangaroo/authz/common/authenticator/password/PasswordAuthenticatorTest.java,71,5,2.0,8,4,3,medium,True,backup,1,51,4442270828601798807,,"Backup sampled class (Rank 1, CC 5)"
56342003,https://github.com/kangaroo-server/kangaroo,8b71eb416b7db8acd10467cefd57dc0a6b2c84c5,SearchExceptionMapper,kangaroo-common/src/main/java/net/krotscheck/kangaroo/common/hibernate/mapper/SearchExceptionMapper.java,SearchExceptionMapperTest,kangaroo-common/src/test/java/net/krotscheck/kangaroo/common/hibernate/mapper/SearchExceptionMapperTest.java,30,2,1.5,3,2,1,low,True,backup,2,51,4442270828601798807,,"Backup sampled class (Rank 2, CC 2)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TransactionManager,coap-core/src/main/java/com/mbed/coap/server/internal/TransactionManager.java,TransactionManagerTest,coap-core/src/test/java/com/mbed/coap/server/internal/TransactionManagerTest.java,98,6,2.33,21,9,8,medium,True,main,1,76,2943542859354608868,,"Main sampled class (Rank 1, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,2,76,2943542859354608868,,"Main sampled class (Rank 2, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,3,76,2943542859354608868,,"Main sampled class (Rank 3, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,4,76,2943542859354608868,,"Main sampled class (Rank 4, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,5,76,2943542859354608868,,"Main sampled class (Rank 5, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,6,76,2943542859354608868,,"Main sampled class (Rank 6, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,7,76,2943542859354608868,,"Main sampled class (Rank 7, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,8,76,2943542859354608868,,"Main sampled class (Rank 8, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,9,76,2943542859354608868,,"Main sampled class (Rank 9, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,10,76,2943542859354608868,,"Main sampled class (Rank 10, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapPacket,coap-core/src/main/java/com/mbed/coap/packet/CoapPacket.java,CoapPacketTest,coap-core/src/test/java/com/mbed/coap/packet/CoapPacketTest.java,365,12,2.38,100,42,37,high,True,main,11,76,2943542859354608868,,"Main sampled class (Rank 11, CC 12)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapTcpCSM,coap-core/src/main/java/com/mbed/coap/server/internal/CoapTcpCSM.java,CoapTcpCSMTest,coap-core/src/test/java/com/mbed/coap/server/internal/CoapTcpCSMTest.java,104,9,2.69,35,13,13,high,True,main,12,76,2943542859354608868,,"Main sampled class (Rank 12, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapTcpCSM,coap-core/src/main/java/com/mbed/coap/server/internal/CoapTcpCSM.java,CoapTcpCSMTest,coap-core/src/test/java/com/mbed/coap/server/internal/CoapTcpCSMTest.java,104,9,2.69,35,13,13,high,True,main,13,76,2943542859354608868,,"Main sampled class (Rank 13, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapTcpCSM,coap-core/src/main/java/com/mbed/coap/server/internal/CoapTcpCSM.java,CoapTcpCSMTest,coap-core/src/test/java/com/mbed/coap/server/internal/CoapTcpCSMTest.java,104,9,2.69,35,13,13,high,True,main,14,76,2943542859354608868,,"Main sampled class (Rank 14, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapTcpCSM,coap-core/src/main/java/com/mbed/coap/server/internal/CoapTcpCSM.java,CoapTcpCSMTest,coap-core/src/test/java/com/mbed/coap/server/internal/CoapTcpCSMTest.java,104,9,2.69,35,13,13,high,True,main,15,76,2943542859354608868,,"Main sampled class (Rank 15, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapTcpCSM,coap-core/src/main/java/com/mbed/coap/server/internal/CoapTcpCSM.java,CoapTcpCSMTest,coap-core/src/test/java/com/mbed/coap/server/internal/CoapTcpCSMTest.java,104,9,2.69,35,13,13,high,True,main,16,76,2943542859354608868,,"Main sampled class (Rank 16, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,17,76,2943542859354608868,,"Main sampled class (Rank 17, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,18,76,2943542859354608868,,"Main sampled class (Rank 18, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,19,76,2943542859354608868,,"Main sampled class (Rank 19, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,20,76,2943542859354608868,,"Main sampled class (Rank 20, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,21,76,2943542859354608868,,"Main sampled class (Rank 21, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,22,76,2943542859354608868,,"Main sampled class (Rank 22, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,23,76,2943542859354608868,,"Main sampled class (Rank 23, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,24,76,2943542859354608868,,"Main sampled class (Rank 24, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,25,76,2943542859354608868,,"Main sampled class (Rank 25, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,ResourceModel,lwm2m/src/main/java/com/mbed/lwm2m/model/ResourceModel.java,ResourceModelTest,lwm2m/src/test/java/com/mbed/lwm2m/model/ResourceModelTest.java,103,9,1.5,24,16,15,high,True,main,26,76,2943542859354608868,,"Main sampled class (Rank 26, CC 9)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TransportBinding,lwm2m/src/main/java/com/mbed/lwm2m/transport/TransportBinding.java,TransportBindingTest,lwm2m/src/test/java/com/mbed/lwm2m/transport/TransportBindingTest.java,84,7,3.5,28,8,8,medium,True,main,27,76,2943542859354608868,,"Main sampled class (Rank 27, CC 7)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TransportBinding,lwm2m/src/main/java/com/mbed/lwm2m/transport/TransportBinding.java,TransportBindingTest,lwm2m/src/test/java/com/mbed/lwm2m/transport/TransportBindingTest.java,84,7,3.5,28,8,8,medium,True,main,28,76,2943542859354608868,,"Main sampled class (Rank 28, CC 7)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,29,76,2943542859354608868,,"Main sampled class (Rank 29, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,30,76,2943542859354608868,,"Main sampled class (Rank 30, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,31,76,2943542859354608868,,"Main sampled class (Rank 31, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,32,76,2943542859354608868,,"Main sampled class (Rank 32, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,33,76,2943542859354608868,,"Main sampled class (Rank 33, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,34,76,2943542859354608868,,"Main sampled class (Rank 34, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,35,76,2943542859354608868,,"Main sampled class (Rank 35, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,36,76,2943542859354608868,,"Main sampled class (Rank 36, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,TLVDeserializer,lwm2m/src/main/java/com/mbed/lwm2m/tlv/TLVDeserializer.java,TLVDeserializerTest,lwm2m/src/test/java/com/mbed/lwm2m/tlv/TLVDeserializerTest.java,138,6,2.12,36,17,6,medium,True,main,37,76,2943542859354608868,,"Main sampled class (Rank 37, CC 6)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,38,76,2943542859354608868,,"Main sampled class (Rank 38, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,39,76,2943542859354608868,,"Main sampled class (Rank 39, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,40,76,2943542859354608868,,"Main sampled class (Rank 40, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,41,76,2943542859354608868,,"Main sampled class (Rank 41, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,42,76,2943542859354608868,,"Main sampled class (Rank 42, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,43,76,2943542859354608868,,"Main sampled class (Rank 43, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,44,76,2943542859354608868,,"Main sampled class (Rank 44, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,45,76,2943542859354608868,,"Main sampled class (Rank 45, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,46,76,2943542859354608868,,"Main sampled class (Rank 46, CC 4)"
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,CoapClient,coap-core/src/main/java/com/mbed/coap/client/CoapClient.java,CoapClientTest,coap-core/src/test/java/com/mbed/coap/client/CoapClientTest.java,52,4,1.71,12,7,5,low,True,main,47,76,2943542859354608868,,"Main sampled class (Rank 47, CC 4)"
