sample_id,repository,class_fqn,class_path,project_root,selection_seed,selection_role,backup_rank,selected_for_pilot,replacement_candidate_for,notes
S067,41767364,TraceOptions,sdk/core/src/main/java/com/google/cloud/trace/core/TraceOptions.java,repos/41767364,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=TraceOptionsTest;test_path=sdk/core/src/test/java/com/google/cloud/trace/core/TraceOptionsTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_33.json
S068,41767364,RateLimitingTraceOptionsFactory,sdk/core/src/main/java/com/google/cloud/trace/core/RateLimitingTraceOptionsFactory.java,repos/41767364,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=RateLimitingTraceOptionsFactoryTest;test_path=sdk/core/src/test/java/com/google/cloud/trace/core/RateLimitingTraceOptionsFactoryTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_41.json
S069,41767364,SpanContext,sdk/core/src/main/java/com/google/cloud/trace/core/SpanContext.java,repos/41767364,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=SpanContextTest;test_path=sdk/core/src/test/java/com/google/cloud/trace/core/SpanContextTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_11.json
S070,41767364,SpanId,sdk/core/src/main/java/com/google/cloud/trace/core/SpanId.java,repos/41767364,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=SpanIdTest;test_path=sdk/core/src/test/java/com/google/cloud/trace/core/SpanIdTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_28.json
S071,41767364,AppEngineTracer,services/appengine-standard-service/src/main/java/com/google/cloud/trace/service/AppEngineTracer.java,repos/41767364,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=AppEngineTracerTest;test_path=services/appengine-standard-service/src/test/java/com/google/cloud/trace/service/AppEngineTracerTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_0.json
S072,41767364,Trace,sdk/service/src/main/java/com/google/cloud/trace/Trace.java,repos/41767364,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/GoogleCloudPlatform/cloud-trace-java;test_class=TraceTest;test_path=sdk/service/src/test/java/com/google/cloud/trace/TraceTest.java;dataset_json=raw/classes2test/dataset/41767364/41767364_10.json
S073,42171410,EBInfo,eb4j-tools/src/main/java/io/github/eb4j/tool/EBInfo.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=EBInfoTest;test_path=eb4j-tools/src/test/java/io/github/eb4j/tool/EBInfoTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_3.json
S074,42171410,EBDump,eb4j-tools/src/main/java/io/github/eb4j/tool/EBDump.java,repos/42171410,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=EBDumpTest;test_path=eb4j-tools/src/test/java/io/github/eb4j/tool/EBDumpTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_4.json
S075,42171410,EBZip,eb4j-tools/src/main/java/io/github/eb4j/tool/EBZip.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=EBZipTest;test_path=eb4j-tools/src/test/java/io/github/eb4j/tool/EBZipTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_0.json
S076,42171410,IndexStyle,eb4j-core/src/main/java/io/github/eb4j/IndexStyle.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=IndexStyleTest;test_path=eb4j-core/src/test/java/io/github/eb4j/IndexStyleTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_43.json
S077,42171410,SubBook,eb4j-core/src/main/java/io/github/eb4j/SubBook.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=SubBookTest;test_path=eb4j-core/src/test/java/io/github/eb4j/SubBookTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_44.json
S078,42171410,HuffmanNode,eb4j-core/src/main/java/io/github/eb4j/io/HuffmanNode.java,repos/42171410,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=HuffmanNodeTest;test_path=eb4j-core/src/test/java/io/github/eb4j/io/HuffmanNodeTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_39.json
S079,42171410,CompareUtil,eb4j-core/src/main/java/io/github/eb4j/util/CompareUtil.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=CompareUtilTest;test_path=eb4j-core/src/test/java/io/github/eb4j/util/CompareUtilTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_10.json
S080,42171410,ExtFont,eb4j-core/src/main/java/io/github/eb4j/ExtFont.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=ExtFontTest;test_path=eb4j-core/src/test/java/io/github/eb4j/ExtFontTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_105.json
S081,42171410,ByteUtil,eb4j-core/src/main/java/io/github/eb4j/util/ByteUtil.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=ByteUtilTest;test_path=eb4j-core/src/test/java/io/github/eb4j/util/ByteUtilTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_13.json
S082,42171410,Book,eb4j-core/src/main/java/io/github/eb4j/Book.java,repos/42171410,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=BookTest;test_path=eb4j-core/src/test/java/io/github/eb4j/BookTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_100.json
S083,42171410,Appendix,eb4j-core/src/main/java/io/github/eb4j/Appendix.java,repos/42171410,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=AppendixTest;test_path=eb4j-core/src/test/java/io/github/eb4j/AppendixTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_124.json
S084,42171410,HexUtil,eb4j-core/src/main/java/io/github/eb4j/util/HexUtil.java,repos/42171410,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/eb4j/eb4j;test_class=HexUtilTest;test_path=eb4j-core/src/test/java/io/github/eb4j/util/HexUtilTest.java;dataset_json=raw/classes2test/dataset/42171410/42171410_37.json
S085,42691991,NCMBQuery,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBQuery.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBQueryTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBQueryTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_89.json
S086,42691991,NCMBAcl,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBAcl.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBAclTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBAclTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_179.json
S087,42691991,NCMBRoleService,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBRoleService.java,repos/42691991,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBRoleServiceTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBRoleServiceTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_212.json
S088,42691991,NCMBInstallationService,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBInstallationService.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBInstallationServiceTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBInstallationServiceTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_182.json
S089,42691991,NCMBObject,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBObject.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBObjectTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBObjectTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_100.json
S090,42691991,NCMBConnection,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBConnection.java,repos/42691991,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBConnectionTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBConnectionTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_21.json
S091,42691991,NCMBInstallation,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBInstallation.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBInstallationTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBInstallationTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_0.json
S092,42691991,NCMBPushService,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBPushService.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBPushServiceTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBPushServiceTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_160.json
S093,42691991,NCMBScript,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBScript.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBScriptTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBScriptTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_202.json
S094,42691991,NCMBBase,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBBase.java,repos/42691991,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBBaseTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBBaseTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_230.json
S095,42691991,NCMBUserService,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBUserService.java,repos/42691991,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBUserServiceTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBUserServiceTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_28.json
S096,42691991,NCMBScriptService,ncmb-core/src/main/java/com/nifcloud/mbaas/core/NCMBScriptService.java,repos/42691991,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/NIFCLOUD-mbaas/ncmb_android;test_class=NCMBScriptServiceTest;test_path=ncmb-core/src/test/java/com/nifcloud/mbaas/core/NCMBScriptServiceTest.java;dataset_json=raw/classes2test/dataset/42691991/42691991_86.json
S097,43326581,FossologyScriptsHandler,backend/src/src-fossology/src/main/java/org/eclipse/sw360/fossology/handler/FossologyScriptsHandler.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=FossologyScriptsHandlerTest;test_path=backend/src/src-fossology/src/test/java/org/eclipse/sw360/fossology/handler/FossologyScriptsHandlerTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_34.json
S098,43326581,ListMatcher,backend/src/src-cvesearch/src/main/java/org/eclipse/sw360/cvesearch/datasource/matcher/ListMatcher.java,repos/43326581,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=ListMatcherTest;test_path=backend/src/src-cvesearch/src/test/java/org/eclipse/sw360/cvesearch/datasource/matcher/ListMatcherTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_114.json
S099,43326581,FossologySshConnector,backend/src/src-fossology/src/main/java/org/eclipse/sw360/fossology/ssh/FossologySshConnector.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=FossologySshConnectorTest;test_path=backend/src/src-fossology/src/test/java/org/eclipse/sw360/fossology/ssh/FossologySshConnectorTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_47.json
S100,43326581,AttachmentContentDownloader,libraries/lib-datahandler/src/main/java/org/eclipse/sw360/datahandler/couchdb/AttachmentContentDownloader.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=AttachmentContentDownloaderTest;test_path=libraries/lib-datahandler/src/test/java/org/eclipse/sw360/datahandler/couchdb/AttachmentContentDownloaderTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_266.json
S101,43326581,FossologyFileHandler,backend/src/src-fossology/src/main/java/org/eclipse/sw360/fossology/handler/FossologyFileHandler.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=FossologyFileHandlerTest;test_path=backend/src/src-fossology/src/test/java/org/eclipse/sw360/fossology/handler/FossologyFileHandlerTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_26.json
S102,43326581,CveSearchJsonParser,backend/src/src-cvesearch/src/main/java/org/eclipse/sw360/cvesearch/datasource/json/CveSearchJsonParser.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=CveSearchJsonParserTest;test_path=backend/src/src-cvesearch/src/test/java/org/eclipse/sw360/cvesearch/datasource/json/CveSearchJsonParserTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_89.json
S103,43326581,ProjectPortletUtils,frontend/sw360-portlet/src/main/java/org/eclipse/sw360/portal/portlets/projects/ProjectPortletUtils.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=ProjectPortletUtilsTest;test_path=frontend/sw360-portlet/src/test/java/org/eclipse/sw360/portal/portlets/projects/ProjectPortletUtilsTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_206.json
S104,43326581,ProjectDatabaseHandler,backend/src-common/src/main/java/org/eclipse/sw360/datahandler/db/ProjectDatabaseHandler.java,repos/43326581,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=ProjectDatabaseHandlerTest;test_path=backend/src-common/src/test/java/org/eclipse/sw360/datahandler/db/ProjectDatabaseHandlerTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_3.json
S105,43326581,PortletUtils,frontend/sw360-portlet/src/main/java/org/eclipse/sw360/portal/common/PortletUtils.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=PortletUtilsTest;test_path=frontend/sw360-portlet/src/test/java/org/eclipse/sw360/portal/common/PortletUtilsTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_193.json
S106,43326581,DisplayDownloadAttachmentBundle,frontend/sw360-portlet/src/main/java/org/eclipse/sw360/portal/tags/links/DisplayDownloadAttachmentBundle.java,repos/43326581,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=DisplayDownloadAttachmentBundleTest;test_path=frontend/sw360-portlet/src/test/java/org/eclipse/sw360/portal/tags/links/DisplayDownloadAttachmentBundleTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_191.json
S107,43326581,ComponentImportUtils,libraries/importers/component-importer/src/main/java/org/eclipse/sw360/importer/ComponentImportUtils.java,repos/43326581,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=ComponentImportUtilsTest;test_path=libraries/importers/component-importer/src/test/java/org/eclipse/sw360/importer/ComponentImportUtilsTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_283.json
S108,43326581,AttachmentStreamConnector,libraries/lib-datahandler/src/main/java/org/eclipse/sw360/datahandler/couchdb/AttachmentStreamConnector.java,repos/43326581,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/sw360/sw360portal;test_class=AttachmentStreamConnectorTest;test_path=libraries/lib-datahandler/src/test/java/org/eclipse/sw360/datahandler/couchdb/AttachmentStreamConnectorTest.java;dataset_json=raw/classes2test/dataset/43326581/43326581_256.json
S109,45721011,XMemcachedConstructorWithInetSocketAddressArgInterceptor,apm-sniffer/apm-sdk-plugin/xmemcached-2.x-plugin/src/main/java/org/apache/skywalking/apm/plugin/xmemcached/v2/XMemcachedConstructorWithInetSocketAddressArgInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=XMemcachedConstructorWithInetSocketAddressArgInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/xmemcached-2.x-plugin/src/test/java/org/apache/skywalking/apm/plugin/xmemcached/v2/XMemcachedConstructorWithInetSocketAddressArgInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_106.json
S110,45721011,JedisClusterConstructorWithHostAndPortArgInterceptor,apm-sniffer/apm-sdk-plugin/jedis-2.x-plugin/src/main/java/org/apache/skywalking/apm/plugin/jedis/v2/JedisClusterConstructorWithHostAndPortArgInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=JedisClusterConstructorWithHostAndPortArgInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/jedis-2.x-plugin/src/test/java/org/apache/skywalking/apm/plugin/jedis/v2/JedisClusterConstructorWithHostAndPortArgInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_118.json
S111,45721011,ClusterConnectInterceptor,apm-sniffer/apm-sdk-plugin/cassandra-java-driver-3.x-plugin/src/main/java/org/apache/skywalking/apm/plugin/cassandra/java/driver/v3/ClusterConnectInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=ClusterConnectInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/cassandra-java-driver-3.x-plugin/src/test/java/org/apache/skywalking/apm/plugin/cassandra/java/driver/v3/ClusterConnectInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_85.json
S112,45721011,MeterId,apm-application-toolkit/apm-toolkit-meter/src/main/java/org/apache/skywalking/apm/toolkit/meter/MeterId.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=MeterIdTest;test_path=apm-application-toolkit/apm-toolkit-meter/src/test/java/org/apache/skywalking/apm/toolkit/meter/MeterIdTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_303.json
S113,45721011,EndpointGroupingRuleReader,oap-server/server-core/src/main/java/org/apache/skywalking/oap/server/core/config/group/EndpointGroupingRuleReader.java,repos/45721011,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=EndpointGroupingRuleReaderTest;test_path=oap-server/server-core/src/test/java/org/apache/skywalking/oap/server/core/config/group/EndpointGroupingRuleReaderTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_254.json
S114,45721011,ClusterModuleZookeeperProvider,oap-server/server-cluster-plugin/cluster-zookeeper-plugin/src/main/java/org/apache/skywalking/oap/server/cluster/plugin/zookeeper/ClusterModuleZookeeperProvider.java,repos/45721011,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=ClusterModuleZookeeperProviderTest;test_path=oap-server/server-cluster-plugin/cluster-zookeeper-plugin/src/test/java/org/apache/skywalking/oap/server/cluster/plugin/zookeeper/ClusterModuleZookeeperProviderTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_225.json
S115,45721011,ConsumerConstructorInterceptor,apm-sniffer/apm-sdk-plugin/kafka-plugin/src/main/java/org/apache/skywalking/apm/plugin/kafka/ConsumerConstructorInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=ConsumerConstructorInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/kafka-plugin/src/test/java/org/apache/skywalking/apm/plugin/kafka/ConsumerConstructorInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_89.json
S116,45721011,HttpAsyncClientInterceptor,apm-sniffer/apm-sdk-plugin/httpasyncclient-4.x-plugin/src/main/java/org/apache/skywalking/apm/plugin/httpasyncclient/v4/HttpAsyncClientInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=HttpAsyncClientInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/httpasyncclient-4.x-plugin/src/test/java/org/apache/skywalking/apm/plugin/httpasyncclient/v4/HttpAsyncClientInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_95.json
S117,45721011,HistogramConstructInterceptor,apm-sniffer/apm-toolkit-activation/apm-toolkit-meter-activation/src/main/java/org/apache/skywalking/apm/toolkit/activation/meter/HistogramConstructInterceptor.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=HistogramConstructInterceptorTest;test_path=apm-sniffer/apm-toolkit-activation/apm-toolkit-meter-activation/src/test/java/org/apache/skywalking/apm/toolkit/activation/meter/HistogramConstructInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_40.json
S118,45721011,EnvUtil,apm-commons/apm-datacarrier/src/main/java/org/apache/skywalking/apm/commons/datacarrier/EnvUtil.java,repos/45721011,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=EnvUtilTest;test_path=apm-commons/apm-datacarrier/src/test/java/org/apache/skywalking/apm/commons/datacarrier/EnvUtilTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_140.json
S119,45721011,EvalSingleData,oap-server/analyzer/agent-analyzer/src/main/java/org/apache/skywalking/oap/server/analyzer/provider/meter/process/EvalSingleData.java,repos/45721011,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=EvalSingleDataTest;test_path=oap-server/analyzer/agent-analyzer/src/test/java/org/apache/skywalking/oap/server/analyzer/provider/meter/process/EvalSingleDataTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_291.json
S120,45721011,SubscribeMethodInterceptor,apm-sniffer/apm-sdk-plugin/kafka-plugin/src/main/java/org/apache/skywalking/apm/plugin/kafka/SubscribeMethodInterceptor.java,repos/45721011,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/apache/skywalking;test_class=SubscribeMethodInterceptorTest;test_path=apm-sniffer/apm-sdk-plugin/kafka-plugin/src/test/java/org/apache/skywalking/apm/plugin/kafka/SubscribeMethodInterceptorTest.java;dataset_json=raw/classes2test/dataset/45721011/45721011_87.json
S121,46847195,ResultExtractor,search-mybatis-mybatis/src/main/java/org/apache/ibatis/executor/ResultExtractor.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=ResultExtractorTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/executor/ResultExtractorTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_3.json
S122,46847195,UnpooledDataSource,search-mybatis-mybatis/src/main/java/org/apache/ibatis/datasource/unpooled/UnpooledDataSource.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=UnpooledDataSourceTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/datasource/unpooled/UnpooledDataSourceTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_52.json
S123,46847195,GenericTokenParser,search-mybatis-mybatis/src/main/java/org/apache/ibatis/parsing/GenericTokenParser.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=GenericTokenParserTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/parsing/GenericTokenParserTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_58.json
S124,46847195,Plugin,search-mybatis-mybatis/src/main/java/org/apache/ibatis/plugin/Plugin.java,repos/46847195,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=PluginTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/plugin/PluginTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_10.json
S125,46847195,DefaultParameterHandler,search-mybatis-mybatis/src/main/java/org/apache/ibatis/scripting/defaults/DefaultParameterHandler.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=DefaultParameterHandlerTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/scripting/defaults/DefaultParameterHandlerTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_0.json
S126,46847195,CacheKey,search-mybatis-mybatis/src/main/java/org/apache/ibatis/cache/CacheKey.java,repos/46847195,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=CacheKeyTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/cache/CacheKeyTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_54.json
S127,46847195,UnknownTypeHandler,search-mybatis-mybatis/src/main/java/org/apache/ibatis/type/UnknownTypeHandler.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=UnknownTypeHandlerTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/type/UnknownTypeHandlerTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_40.json
S128,46847195,SimpleTypeRegistry,search-mybatis-mybatis/src/main/java/org/apache/ibatis/type/SimpleTypeRegistry.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=SimpleTypeRegistryTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/type/SimpleTypeRegistryTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_44.json
