repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes,java_version,java_version_source,build_tool,dependency_command,compile_command,test_compile_command,working_directory,skip_flags,disabled_components,build_recipe_id,validation_log,success_origin,pilot_seed,pilot_60_rank,pilot_selection_policy
49126308,https://github.com/jloisel/elastic-crud,840debc39f5795aaa2b2ff96d02f8e6505e61ac5,ElasticScroll,db-scroll-elastic/src/main/java/com/jeromeloisel/database/scroll/elastic/ElasticScroll.java,ElasticScrollTest,db-scroll-elastic/src/test/java/com/jeromeloisel/database/scroll/elastic/ElasticScrollTest.java,96,5,1.5,12,8,7,medium,True,main,1,299,17341214565557969293,,"Main sampled class (Rank 1, CC 5)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/49126308,[],[],recipe_49126308,logs/build/49126308_20260712_230641_attempt_1.log,,42,39,unique_focal_per_repo_hamilton_repo_weighted_seed42
5093728,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,FeatureContext,core/src/main/java/com/googlecode/fitchy/FeatureContext.java,FeatureContextTest,core/src/test/java/com/googlecode/fitchy/FeatureContextTest.java,156,6,2.05,41,20,14,medium,True,main,1,333,9279014714041885198,,"Main sampled class (Rank 1, CC 6)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,[],[],recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,,42,40,unique_focal_per_repo_hamilton_repo_weighted_seed42
5093728,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,AnnotationRetriever,core/src/main/java/com/googlecode/fitchy/resolver/AnnotationRetriever.java,AnnotationRetrieverTest,core/src/test/java/com/googlecode/fitchy/resolver/AnnotationRetrieverTest.java,39,9,3.67,11,3,3,high,True,main,2,333,9279014714041885198,,"Main sampled class (Rank 2, CC 9)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,[],[],recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,,42,41,unique_focal_per_repo_hamilton_repo_weighted_seed42
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,RepositoryBackedSession,session-replacement/src/main/java/com/amadeus/session/RepositoryBackedSession.java,TestRepositoryBackedSession,session-replacement/src/test/java/com/amadeus/session/TestRepositoryBackedSession.java,382,7,2.22,100,45,27,medium,True,main,1,349,9189857808938461315,,"Main sampled class (Rank 1, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,,42,42,unique_focal_per_repo_hamilton_repo_weighted_seed42
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,RedisConfiguration,session-replacement/src/main/java/com/amadeus/session/repository/redis/RedisConfiguration.java,TestRedisConfiguration,session-replacement/src/test/java/com/amadeus/session/repository/redis/TestRedisConfiguration.java,239,12,2.89,55,19,8,high,True,main,2,349,9189857808938461315,,"Main sampled class (Rank 2, CC 12)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,,42,43,unique_focal_per_repo_hamilton_repo_weighted_seed42
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,5,349,9189857808938461315,,"Main sampled class (Rank 5, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,,42,44,unique_focal_per_repo_hamilton_repo_weighted_seed42
7283919,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,DataCell,dbfit-java/core/src/main/java/dbfit/util/DataCell.java,DataCellTest,dbfit-java/core/src/test/java/dbfit/util/DataCellTest.java,24,3,1.6,8,5,4,low,True,main,1,365,13063927609838923429,,"Main sampled class (Rank 1, CC 3)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,[],[],recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,,42,45,unique_focal_per_repo_hamilton_repo_weighted_seed42
7283919,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,TeradataDatePeriod,dbfit-java/teradata/src/main/java/dbfit/environment/TeradataDatePeriod.java,TeradataDatePeriodTest,dbfit-java/teradata/src/test/java/dbfit/environment/TeradataDatePeriodTest.java,43,6,3.67,11,3,3,medium,True,main,2,365,13063927609838923429,,"Main sampled class (Rank 2, CC 6)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,[],[],recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,,42,46,unique_focal_per_repo_hamilton_repo_weighted_seed42
7283919,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,DbParameterAccessorsMapBuilder,dbfit-java/core/src/main/java/dbfit/util/DbParameterAccessorsMapBuilder.java,DbParameterAccessorsMapBuilderTest,dbfit-java/core/src/test/java/dbfit/util/DbParameterAccessorsMapBuilderTest.java,21,2,1.33,4,3,3,low,True,main,5,365,13063927609838923429,,"Main sampled class (Rank 5, CC 2)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,[],[],recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,,42,47,unique_focal_per_repo_hamilton_repo_weighted_seed42
54620819,https://github.com/raydac/mvn-golang,7f86a51cac312a8f7e3f4e4ce424151b0a67c9a5,PackageList,mvn-golang-wrapper/src/main/java/com/igormaznitsa/mvngolang/utils/PackageList.java,PackageListTest,mvn-golang-wrapper/src/test/java/com/igormaznitsa/mvngolang/utils/PackageListTest.java,174,9,2.85,37,13,10,high,True,main,1,382,1339929510305395115,,"Main sampled class (Rank 1, CC 9)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54620819,[],[],recipe_54620819,logs/build/54620819_20260712_230641_attempt_1.log,,42,48,unique_focal_per_repo_hamilton_repo_weighted_seed42
54231507,https://github.com/barancev/decorated-webdriver,5ccb07c06ba9322c50ab04b8f0b67574b8262caa,UnhandledAlertHandlingWebDriver,core/src/main/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriver.java,UnhandledAlertHandlingWebDriverTest,core/src/test/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriverTest.java,37,3,1.75,7,4,3,low,True,main,1,384,10026925126827967749,,"Main sampled class (Rank 1, CC 3)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54231507,[],[],recipe_54231507,logs/build/54231507_20260712_230641_attempt_1.log,,42,49,unique_focal_per_repo_hamilton_repo_weighted_seed42
37728390,https://github.com/eclab/mason,08c95296de1b4fa73635e0c301ca9a272af8749e,AttributeValue,contrib/geomason/src/main/java/sim/util/geo/AttributeValue.java,AttributeValueTest,contrib/geomason/src/test/java/sim/util/geo/AttributeValueTest.java,101,7,1.47,25,17,17,medium,True,main,1,423,16397428341528778903,,"Main sampled class (Rank 1, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/37728390,[],[],recipe_37728390,logs/build/37728390_20260712_230641_attempt_1.log,,42,50,unique_focal_per_repo_hamilton_repo_weighted_seed42
39770930,https://github.com/seleniumkit/gridrouter,13aec297eac977effa987dc5940283614956ced5,JsonWireUtils,proxy/src/main/java/ru/qatools/gridrouter/JsonWireUtils.java,JsonWireUtilsTest,proxy/src/test/java/ru/qatools/gridrouter/JsonWireUtilsTest.java,49,2,1.38,11,8,8,low,True,main,1,448,4128883807613516637,,"Main sampled class (Rank 1, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/39770930,[],[],recipe_39770930,logs/build/39770930_20260712_230641_attempt_1.log,,42,51,unique_focal_per_repo_hamilton_repo_weighted_seed42
79246257,https://github.com/salesforce/pyplyn,e70aab598245766642328bb4923f756603e8f39e,ArgusClient,client/argus-client/src/main/java/com/salesforce/argus/ArgusClient.java,ArgusClientTest,client/argus-client/src/test/java/com/salesforce/argus/ArgusClientTest.java,183,5,1.19,37,31,27,medium,True,main,1,470,13915961221418630988,,"Main sampled class (Rank 1, CC 5)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/79246257,[],[],recipe_79246257,logs/build/79246257_20260712_230641_attempt_1.log,,42,52,unique_focal_per_repo_hamilton_repo_weighted_seed42
79246257,https://github.com/salesforce/pyplyn,e70aab598245766642328bb4923f756603e8f39e,FormatUtils,plugin-api/src/main/java/com/salesforce/pyplyn/util/FormatUtils.java,FormatUtilsTest,plugin-api/src/test/java/com/salesforce/pyplyn/util/FormatUtilsTest.java,69,5,1.86,13,7,6,medium,True,main,2,470,13915961221418630988,,"Main sampled class (Rank 2, CC 5)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/79246257,[],[],recipe_79246257,logs/build/79246257_20260712_230641_attempt_1.log,,42,53,unique_focal_per_repo_hamilton_repo_weighted_seed42
57251243,https://github.com/Nike-Inc/wingtips,d78a9303c62507f40f8426b027450bd13f73cc94,WingtipsRequestSpanCompletionAsyncListener,wingtips-servlet-api/src/main/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListener.java,WingtipsRequestSpanCompletionAsyncListenerTest,wingtips-servlet-api/src/test/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListenerTest.java,89,4,1.86,13,7,5,low,True,main,1,485,5756747180299507758,,"Main sampled class (Rank 1, CC 4)",7,build.gradle,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/57251243,[],[],recipe_57251243,logs/build/57251243_20260712_230641_attempt_1.log,,42,54,unique_focal_per_repo_hamilton_repo_weighted_seed42
57251243,https://github.com/Nike-Inc/wingtips,d78a9303c62507f40f8426b027450bd13f73cc94,WingtipsToZipkinSpanConverterDefaultImpl,wingtips-zipkin2/src/main/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImpl.java,WingtipsToZipkinSpanConverterDefaultImplTest,wingtips-zipkin2/src/test/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImplTest.java,233,10,4.86,68,14,3,high,True,main,2,485,5756747180299507758,,"Main sampled class (Rank 2, CC 10)",7,build.gradle,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/57251243,[],[],recipe_57251243,logs/build/57251243_20260712_230641_attempt_1.log,,42,55,unique_focal_per_repo_hamilton_repo_weighted_seed42
70711909,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,HereAccount,here-oauth-client/src/main/java/com/here/account/oauth2/HereAccount.java,HereAccountTest,here-oauth-client/src/test/java/com/here/account/oauth2/HereAccountTest.java,269,6,2.3,46,20,6,medium,True,main,1,487,14359047030822651540,,"Main sampled class (Rank 1, CC 6)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,[],[],recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,,42,56,unique_focal_per_repo_hamilton_repo_weighted_seed42
70711909,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,ApacheHttpClientProvider,here-oauth-client/src/main/java/com/here/account/http/apache/ApacheHttpClientProvider.java,ApacheHttpClientProviderTest,here-oauth-client/src/test/java/com/here/account/http/apache/ApacheHttpClientProviderTest.java,276,13,2.36,59,25,18,high,True,main,2,487,14359047030822651540,,"Main sampled class (Rank 2, CC 13)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,[],[],recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,,42,57,unique_focal_per_repo_hamilton_repo_weighted_seed42
70711909,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,FromHereCredentialsIniStream,here-oauth-client/src/main/java/com/here/account/auth/provider/FromHereCredentialsIniStream.java,FromHereCredentialsIniStreamTest,here-oauth-client/src/test/java/com/here/account/auth/provider/FromHereCredentialsIniStreamTest.java,127,11,2.0,26,13,9,high,True,main,11,487,14359047030822651540,,"Main sampled class (Rank 11, CC 11)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,[],[],recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,,42,58,unique_focal_per_repo_hamilton_repo_weighted_seed42
58767125,https://github.com/eobermuhlner/big-math,7d84ea3ffcef4808a2e9b6376a1d2e472e2ca08f,DefaultBigDecimalMath,ch.obermuhlner.math.big/src/main/java/ch/obermuhlner/math/big/DefaultBigDecimalMath.java,DefaultBigDecimalMathTest,ch.obermuhlner.math.big/src/test/java/ch/obermuhlner/math/big/DefaultBigDecimalMathTest.java,209,3,1.11,61,55,49,low,True,main,1,497,9990107669360753928,,"Main sampled class (Rank 1, CC 3)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58767125,[],[],recipe_58767125,logs/build/58767125_20260712_230641_attempt_1.log,,42,59,unique_focal_per_repo_hamilton_repo_weighted_seed42
37489990,https://github.com/GoogleCloudPlatform/tomcat-runtime,01722349149417368f95d490d88bda7cba6c8573,DatastoreManager,tomcat-gcp-lib/src/main/java/com/google/cloud/runtimes/tomcat/session/DatastoreManager.java,DatastoreManagerTest,tomcat-gcp-lib/src/test/java/com/google/cloud/runtimes/tomcat/session/DatastoreManagerTest.java,105,3,1.62,21,13,10,low,True,main,1,544,12257362890492862932,,"Main sampled class (Rank 1, CC 3)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/37489990,[],[],recipe_37489990,logs/build/37489990_20260712_230641_attempt_1.log,,42,60,unique_focal_per_repo_hamilton_repo_weighted_seed42
