repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,effective_java_runtime,selected_type,selection_rank_in_repo,selection_hash,selection_seed,selection_algorithm,complexity_half,replacement_of,replacement_reason,repository_storage_path,promotion_status
74999474,https://github.com/yahoo/parsec-libraries,142bc4c95a8ca7b8c82f7f95d8144cb6d4bc2096,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttpclientfactory.java,ParsecAsyncHttpClientFactory,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncHttpClientFactory.java,3,26,172,5,3,1,5,1.0,gradle,.,parsec-clients,parsec-clients,gradle:parsec-clients,unknown,8,backup,12,fab070437d1a41f60b19c77e6337632400661727d05842ce7eca133164d27267,42,sha256_repo_balanced_v3_1,,,,repos/successful/74999474,promoted_before_storage_audit
77481567,https://github.com/rbi/trading4j,996e651004193e4facaec393d00d86f93850f8f5,77481567:core/src/main/java/de/voidnode/trading4j/strategyexpertadvisor/pendingordermanager.java,PendingOrderManager,core/src/main/java/de/voidnode/trading4j/strategyexpertadvisor/PendingOrderManager.java,6,58,612,5,1,8,17,3.4,maven,.,core,core,maven:core,8,8,backup,11,43d149ee3588e52be7db1747e5535da5c51698bc41abc17668756c060732e25c,42,sha256_repo_balanced_v3_1,,,,repos/successful/77481567,promoted_before_storage_audit
77481567,https://github.com/rbi/trading4j,996e651004193e4facaec393d00d86f93850f8f5,77481567:core/src/main/java/de/voidnode/trading4j/domain/trades/basiccompletedtrade.java,BasicCompletedTrade,core/src/main/java/de/voidnode/trading4j/domain/trades/BasicCompletedTrade.java,6,92,723,11,8,9,25,2.272727272727273,maven,.,core,core,maven:core,8,8,backup,12,480b80c1a79093acda240cc242dca44b24dbf562bba0682d9b74895db176c69c,42,sha256_repo_balanced_v3_1,,,,repos/successful/77481567,promoted_before_storage_audit
78444970,https://github.com/voho/web,837c9c673caac60d2d8de1647e9d3e08acd70d9a,78444970:examples/random/src/main/java/random/reservoirsamplingsingleitem.java,ReservoirSamplingSingleItem,examples/random/src/main/java/random/ReservoirSamplingSingleItem.java,1,20,136,1,1,3,3,3.0,maven,.,examples/random,examples/random,maven:examples/random,8,8,backup,11,ccc5d39f882c5ecaeb8d0d77f2302c355b5283f60f34b3e73cf22310b8e289fb,42,sha256_repo_balanced_v3_1,,,,repos/successful/78444970,promoted_before_storage_audit
78444970,https://github.com/voho/web,837c9c673caac60d2d8de1647e9d3e08acd70d9a,78444970:examples/structures/src/main/java/ds/queue/arrayqueue.java,ArrayQueue,examples/structures/src/main/java/ds/queue/ArrayQueue.java,1,47,260,4,3,3,8,2.0,maven,.,examples/structures,examples/structures,maven:examples/structures,8,8,backup,12,d6bcc57d7f2d906580bb62bd0c7b48f6fb53d728bdfff22cc4d3ee5d46994ea0,42,sha256_repo_balanced_v3_1,,,,repos/successful/78444970,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/abstractsparkdatasetprovider.java,AbstractSparkDataSetProvider,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/AbstractSparkDataSetProvider.java,1,81,927,3,3,10,12,4.0,maven,.,integrations/spark/spark-catalog/spark-catalog-core,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,8,8,backup,11,9ca9fadb2765b853d5bae2e879b665028a3a3493605a8436aaf279b2aff79ff2,42,sha256_repo_balanced_v3_1,,,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/deletepathslistener.java,DeletePathsListener,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/DeletePathsListener.java,3,64,448,4,2,5,13,3.25,maven,.,integrations/spark/spark-catalog/spark-catalog-core,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,8,8,backup,12,a6a2b660a3994925af86e7d0fe8cd08cc03b4c313a6ed626701e8bd36f50bb95,42,sha256_repo_balanced_v3_1,,,,repos/successful/81384608,promoted_before_storage_audit
85795396,https://github.com/apache/calcite-avatica,b8bc167268d0900087a24eecd150e8911a6225c0,85795396:core/src/main/java/org/apache/calcite/avatica/util/arrayimpl.java,ArrayImpl,core/src/main/java/org/apache/calcite/avatica/util/ArrayImpl.java,2,195,1421,17,13,19,54,3.176470588235294,gradle,.,core,core,gradle:core,8,8,backup,11,942753015f10d2b78d65f0e487f66b001c9646cc916c35b2b1fdf127cb89a3ba,42,sha256_repo_balanced_v3_1,,,,repos/successful/85795396,promoted_before_storage_audit
85795396,https://github.com/apache/calcite-avatica,b8bc167268d0900087a24eecd150e8911a6225c0,85795396:core/src/main/java/org/apache/calcite/avatica/avaticastatement.java,AvaticaStatement,core/src/main/java/org/apache/calcite/avatica/AvaticaStatement.java,1,427,2368,69,51,5,102,1.4782608695652173,gradle,.,core,core,gradle:core,8,8,backup,12,9809f1ee05e732b56ae02430ac962cc5b2900a16ca39c4f24678c450e0b168f3,42,sha256_repo_balanced_v3_1,,,,repos/successful/85795396,promoted_before_storage_audit
95247959,https://github.com/aws/aws-sdk-java-v2,999ce2f6564ba6615a4b428c26fc1116cf85fbdf,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/exceptionhandlingutils.java,ExceptionHandlingUtils,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/ExceptionHandlingUtils.java,4,28,160,3,2,2,5,1.6666666666666667,maven,.,http-clients/netty-nio-client,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,8,8,backup,11,512bdbf4a9c0d3b8c769f939cb3817aff2fc4a55b386af76e850dc6935a7cc41,42,sha256_repo_balanced_v3_1,,,,repos/successful/95247959,promoted_before_storage_audit
95247959,https://github.com/aws/aws-sdk-java-v2,999ce2f6564ba6615a4b428c26fc1116cf85fbdf,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/sdkeventloopgroup.java,SdkEventLoopGroup,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/SdkEventLoopGroup.java,1,121,722,23,15,1,23,1.0,maven,.,http-clients/netty-nio-client,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,8,8,backup,12,68bbc58e55af7b3f2742bab07591a01f4b70160f82c43b5e4fa1c0be4c20f6af,42,sha256_repo_balanced_v3_1,,,,repos/successful/95247959,promoted_before_storage_audit
97822421,https://github.com/pchudzik/springmock,f08a0a13c1dea1ceb35f462ccaaf51e738f64ef8,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleregistry.java,DoubleRegistry,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleRegistry.java,1,59,409,9,6,5,13,1.4444444444444444,maven,.,infrastructure,infrastructure,maven:infrastructure,8,8,backup,11,e6469849cf3ae4141d2407b86fd9858536f87d56445873bcce130288209fb39a,42,sha256_repo_balanced_v3_1,,,,repos/successful/97822421,promoted_before_storage_audit
97822421,https://github.com/pchudzik/springmock,f08a0a13c1dea1ceb35f462ccaaf51e738f64ef8,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleclassresolver.java,DoubleClassResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleClassResolver.java,3,16,118,2,2,3,4,2.0,maven,.,infrastructure,infrastructure,maven:infrastructure,8,8,backup,12,fa2716619aa543a471e2954be8a824781be655779d0e54524edd3820106e722d,42,sha256_repo_balanced_v3_1,,,,repos/successful/97822421,promoted_before_storage_audit
98410891,https://github.com/Nexmo/comms-router,4e5656db54be4b22481fe3774c2caeba51bac190,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/configurationimpl.java,ConfigurationImpl,applications/demo/src/main/java/com/softavail/comms/demo/application/impl/ConfigurationImpl.java,3,99,605,12,9,3,16,1.3333333333333333,maven,.,applications/demo,applications/demo,maven:applications/demo,8,8,backup,11,c9a6e17758e74c44df7c90ecda5cfea079f7aa6e56ee76dad3914015048b8071,42,sha256_repo_balanced_v3_1,,,,repos/successful/98410891,promoted_before_storage_audit
98410891,https://github.com/Nexmo/comms-router,4e5656db54be4b22481fe3774c2caeba51bac190,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/stringattributedomaindto.java,StringAttributeDomainDto,core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/StringAttributeDomainDto.java,4,36,187,7,5,3,9,1.2857142857142858,maven,.,core-interface,core-interface,maven:core-interface,8,8,backup,12,debfeead055793a1516aef6bbfabd8e7b1a03cec47c70342ef2f4ccafc535c0e,42,sha256_repo_balanced_v3_1,,,,repos/successful/98410891,promoted_before_storage_audit
