sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage
29,61565876:injector/src/main/java/ch/jalu/injector/utils/injectorutils.java,61565876,61565876,InjectorUtils,injector/src/main/java/ch/jalu/injector/utils/InjectorUtils.java,injector,maven:injector,Maven,1.8,higher_complexity_half,49,293,9,8,4,19,2.111111111111111,4,153,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
30,6293402:server/src/main/java/com/vaadin/data/provider/listdataprovider.java,6293402,6293402,ListDataProvider,server/src/main/java/com/vaadin/data/provider/ListDataProvider.java,server,maven:server,Maven,1.8,lower_complexity_half,66,458,9,7,2,11,1.2222222222222223,1,71,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
30,6293402:server/src/main/java/com/vaadin/data/provider/listdataprovider.java,6293402,6293402,ListDataProvider,server/src/main/java/com/vaadin/data/provider/ListDataProvider.java,server,maven:server,Maven,1.8,lower_complexity_half,66,458,9,7,2,11,1.2222222222222223,1,71,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
31,6293402:server/src/main/java/com/vaadin/util/currentinstance.java,6293402,6293402,CurrentInstance,server/src/main/java/com/vaadin/util/CurrentInstance.java,server,maven:server,Maven,1.8,higher_complexity_half,171,1180,12,8,6,37,3.0833333333333335,2,210,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
31,6293402:server/src/main/java/com/vaadin/util/currentinstance.java,6293402,6293402,CurrentInstance,server/src/main/java/com/vaadin/util/CurrentInstance.java,server,maven:server,Maven,1.8,higher_complexity_half,171,1180,12,8,6,37,3.0833333333333335,2,210,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
32,6437134:enav-model/src/main/java/dk/dma/enav/safety/safetyzones.java,6437134,6437134,SafetyZones,enav-model/src/main/java/dk/dma/enav/safety/SafetyZones.java,enav-model,maven:enav-model,Maven,1.8,lower_complexity_half,43,555,4,4,1,4,1.0,4,24,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
32,6437134:enav-model/src/main/java/dk/dma/enav/safety/safetyzones.java,6437134,6437134,SafetyZones,enav-model/src/main/java/dk/dma/enav/safety/SafetyZones.java,enav-model,maven:enav-model,Maven,1.8,lower_complexity_half,43,555,4,4,1,4,1.0,4,24,pilot60,evosuite,evosuite,-,1,ok,,100.0,100.0,0.0,0.0,100.0,100.0,0.0
33,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/positiontime.java,6437134,6437134,PositionTime,enav-model/src/main/java/dk/dma/enav/model/geometry/PositionTime.java,enav-model,maven:enav-model,Maven,1.8,higher_complexity_half,81,810,12,10,4,19,1.5833333333333333,1,152,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,1,ok,50.0,87.8,66.67,17.95,50.0,87.8,66.67,17.95
33,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/positiontime.java,6437134,6437134,PositionTime,enav-model/src/main/java/dk/dma/enav/model/geometry/PositionTime.java,enav-model,maven:enav-model,Maven,1.8,higher_complexity_half,81,810,12,10,4,19,1.5833333333333333,1,152,pilot60,evosuite,evosuite,-,1,ok,100.0,100.0,100.0,20.51,100.0,100.0,100.0,20.51
34,64487983:bridge/src/main/java/com/iluwatar/bridge/app.java,64487983,64487983,App,bridge/src/main/java/com/iluwatar/bridge/App.java,bridge,maven:bridge,Maven,1.8,lower_complexity_half,20,132,1,1,1,1,1.0,1,0,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,1,ok,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,64487983:bridge/src/main/java/com/iluwatar/bridge/app.java,64487983,64487983,App,bridge/src/main/java/com/iluwatar/bridge/App.java,bridge,maven:bridge,Maven,1.8,lower_complexity_half,20,132,1,1,1,1,1.0,1,0,pilot60,evosuite,evosuite,-,1,ok,,100.0,100.0,0.0,0.0,100.0,100.0,0.0
35,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotteryticket.java,64487983,64487983,LotteryTicket,hexagonal/src/main/java/com/iluwatar/hexagonal/domain/LotteryTicket.java,hexagonal,maven:hexagonal,Maven,1.8,higher_complexity_half,54,291,6,5,10,17,2.8333333333333335,3,261,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
35,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotteryticket.java,64487983,64487983,LotteryTicket,hexagonal/src/main/java/com/iluwatar/hexagonal/domain/LotteryTicket.java,hexagonal,maven:hexagonal,Maven,1.8,higher_complexity_half,54,291,6,5,10,17,2.8333333333333335,3,261,pilot60,evosuite,evosuite,-,1,ok,100.0,100.0,100.0,25.93,100.0,100.0,100.0,25.93
36,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/defaultslaballocator.java,66303306,66303306,DefaultSlabAllocator,event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/DefaultSlabAllocator.java,event,maven:event,Maven,1.8,lower_complexity_half,119,975,8,4,4,15,1.875,1,145,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
36,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/defaultslaballocator.java,66303306,66303306,DefaultSlabAllocator,event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/DefaultSlabAllocator.java,event,maven:event,Maven,1.8,lower_complexity_half,119,975,8,4,4,15,1.875,1,145,pilot60,evosuite,evosuite,-,1,ok,0.0,27.45,28.57,5.26,0.0,27.45,28.57,5.26
37,66303306:web/src/main/java/com/bazaarvoice/emodb/web/settings/settingsmanager.java,66303306,66303306,SettingsManager,web/src/main/java/com/bazaarvoice/emodb/web/settings/SettingsManager.java,web,maven:web,Maven,1.8,higher_complexity_half,172,1501,11,10,4,18,1.6363636363636365,2,150,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
37,66303306:web/src/main/java/com/bazaarvoice/emodb/web/settings/settingsmanager.java,66303306,66303306,SettingsManager,web/src/main/java/com/bazaarvoice/emodb/web/settings/SettingsManager.java,web,maven:web,Maven,1.8,higher_complexity_half,172,1501,11,10,4,18,1.6363636363636365,2,150,pilot60,evosuite,evosuite,-,1,ok,0.0,0.0,0.0,15.38,0.0,0.0,0.0,15.38
38,6944525:d2/src/main/java/com/linkedin/d2/balancer/zkfs/zkfsutil.java,6944525,6944525,ZKFSUtil,d2/src/main/java/com/linkedin/d2/balancer/zkfs/ZKFSUtil.java,d2,gradle:d2,Gradle,1.8,lower_complexity_half,38,206,6,4,3,9,1.5,1,97,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
38,6944525:d2/src/main/java/com/linkedin/d2/balancer/zkfs/zkfsutil.java,6944525,6944525,ZKFSUtil,d2/src/main/java/com/linkedin/d2/balancer/zkfs/ZKFSUtil.java,d2,gradle:d2,Gradle,1.8,lower_complexity_half,38,206,6,4,3,9,1.5,1,97,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
39,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/loadbalancerutil.java,6944525,6944525,LoadBalancerUtil,d2/src/main/java/com/linkedin/d2/balancer/util/LoadBalancerUtil.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,169,980,12,14,4,26,2.1666666666666665,2,160,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
39,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/loadbalancerutil.java,6944525,6944525,LoadBalancerUtil,d2/src/main/java/com/linkedin/d2/balancer/util/LoadBalancerUtil.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,169,980,12,14,4,26,2.1666666666666665,2,160,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
40,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynccompletionhandlerbase.java,74999474,74999474,ParsecAsyncCompletionHandlerBase,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncCompletionHandlerBase.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,9,71,1,1,1,1,1.0,3,1,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
40,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynccompletionhandlerbase.java,74999474,74999474,ParsecAsyncCompletionHandlerBase,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncCompletionHandlerBase.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,9,71,1,1,1,1,1.0,3,1,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
41,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttpclient.java,74999474,74999474,ParsecAsyncHttpClient,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncHttpClient.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,higher_complexity_half,391,2245,79,70,4,91,1.1518987341772151,1,164,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
41,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttpclient.java,74999474,74999474,ParsecAsyncHttpClient,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncHttpClient.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,higher_complexity_half,391,2245,79,70,4,91,1.1518987341772151,1,164,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
42,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/riskmoneyprovider.java,77481567,77481567,RiskMoneyProvider,core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/RiskMoneyProvider.java,core,maven:core,Maven,1.8,lower_complexity_half,16,127,2,1,3,4,2.0,1,85,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
42,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/riskmoneyprovider.java,77481567,77481567,RiskMoneyProvider,core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/RiskMoneyProvider.java,core,maven:core,Maven,1.8,lower_complexity_half,16,127,2,1,3,4,2.0,1,85,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
43,77481567:core/src/main/java/de/voidnode/trading4j/api/failed.java,77481567,77481567,Failed,core/src/main/java/de/voidnode/trading4j/api/Failed.java,core,maven:core,Maven,1.8,higher_complexity_half,42,203,5,4,7,12,2.4,3,217,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
43,77481567:core/src/main/java/de/voidnode/trading4j/api/failed.java,77481567,77481567,Failed,core/src/main/java/de/voidnode/trading4j/api/Failed.java,core,maven:core,Maven,1.8,higher_complexity_half,42,203,5,4,7,12,2.4,3,217,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
44,78444970:examples/graph/src/main/java/graph/algorithm/mst/boruvkakruskal.java,78444970,78444970,BoruvkaKruskal,examples/graph/src/main/java/graph/algorithm/mst/BoruvkaKruskal.java,examples/graph,maven:examples/graph,Maven,1.8,lower_complexity_half,38,334,2,1,4,5,2.5,2,121,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
44,78444970:examples/graph/src/main/java/graph/algorithm/mst/boruvkakruskal.java,78444970,78444970,BoruvkaKruskal,examples/graph/src/main/java/graph/algorithm/mst/BoruvkaKruskal.java,examples/graph,maven:examples/graph,Maven,1.8,lower_complexity_half,38,334,2,1,4,5,2.5,2,121,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
45,78444970:examples/random/src/main/java/random/reservoirsamplingmultipleitems.java,78444970,78444970,ReservoirSamplingMultipleItems,examples/random/src/main/java/random/ReservoirSamplingMultipleItems.java,examples/random,maven:examples/random,Maven,1.8,higher_complexity_half,27,202,1,1,5,5,5.0,1,166,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
45,78444970:examples/random/src/main/java/random/reservoirsamplingmultipleitems.java,78444970,78444970,ReservoirSamplingMultipleItems,examples/random/src/main/java/random/ReservoirSamplingMultipleItems.java,examples/random,maven:examples/random,Maven,1.8,higher_complexity_half,27,202,1,1,5,5,5.0,1,166,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
46,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/flaggingvisitor.java,81384608,81384608,FlaggingVisitor,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/FlaggingVisitor.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,20,139,2,1,1,2,1.0,3,11,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
46,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/flaggingvisitor.java,81384608,81384608,FlaggingVisitor,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/FlaggingVisitor.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,20,139,2,1,1,2,1.0,3,11,pilot60,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
47,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/abstractjdbcdatasetprovider.java,81384608,81384608,AbstractJdbcDataSetProvider,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/AbstractJdbcDataSetProvider.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,211,1966,11,6,11,42,3.8181818181818183,1,265,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
47,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/abstractjdbcdatasetprovider.java,81384608,81384608,AbstractJdbcDataSetProvider,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/AbstractJdbcDataSetProvider.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,211,1966,11,6,11,42,3.8181818181818183,1,265,pilot60,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
48,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystemfactory.java,85795396,85795396,DropwizardMetricsSystemFactory,metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/DropwizardMetricsSystemFactory.java,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,1.8,lower_complexity_half,15,120,1,1,3,3,3.0,1,80,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
48,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystemfactory.java,85795396,85795396,DropwizardMetricsSystemFactory,metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/DropwizardMetricsSystemFactory.java,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,1.8,lower_complexity_half,15,120,1,1,3,3,3.0,1,80,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
