Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module,Repo_URL,Commit_SHA,NLOC,Max_Method_CC,Public_Method_Count,Method_Count,Avg_Method_CC,Sum_Method_CC,Java_Version,Build_Tool,Selected_Type,Pilot_Seed,Dependency_Command,Compile_Command,Test_Compile_Command,Working_Directory,Build_Recipe_ID,Validation_Log,source_row_index,compiled_focal_path,compiled_test_path
38080174,CachedFsClient,TestCachedFsClient,repos/38080174/cloud-fs/src/main/java/io/datakernel/remotefs/CachedFsClient.java,repos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java,cloud-fs,https://github.com/softindex/datakernel,69a6bcb85be43177d96ea56041b63e8d8ffb10de,286,12,26,33,1.52,50,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/38080174,recipe_38080174,logs/build/38080174_20260712_230641_attempt_1.log,34,compiledrepos/38080174/cloud-fs/src/main/java/io/datakernel/remotefs/CachedFsClient.java,compiledrepos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java
38080174,JmxRegistry,JmxRegistryTest,repos/38080174/boot-jmx/src/main/java/io/datakernel/jmx/JmxRegistry.java,repos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java,boot-jmx,https://github.com/softindex/datakernel,69a6bcb85be43177d96ea56041b63e8d8ffb10de,364,11,17,24,2.75,66,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/38080174,recipe_38080174,logs/build/38080174_20260712_230641_attempt_1.log,35,compiledrepos/38080174/boot-jmx/src/main/java/io/datakernel/jmx/JmxRegistry.java,compiledrepos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java
812511,CertificateUtil,CertificateUtilTest,repos/812511/ssl-proxies/src/main/java/org/globus/gsi/util/CertificateUtil.java,repos/812511/ssl-proxies/src/test/java/org/globus/gsi/util/CertificateUtilTest.java,ssl-proxies,https://github.com/jglobus/JGlobus,bf4f5a185201dbd8ab6f9d67c1ede329557b40ae,414,13,18,21,3.57,75,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/812511,recipe_812511,logs/build/812511_20260712_230641_attempt_1.log,36,compiledrepos/812511/ssl-proxies/src/main/java/org/globus/gsi/util/CertificateUtil.java,compiledrepos/812511/ssl-proxies/src/test/java/org/globus/gsi/util/CertificateUtilTest.java
812511,OpenSSLKey,OpenSSLKeyTest,repos/812511/ssl-proxies/src/main/java/org/globus/gsi/OpenSSLKey.java,repos/812511/ssl-proxies/src/test/java/org/globus/gsi/OpenSSLKeyTest.java,ssl-proxies,https://github.com/jglobus/JGlobus,bf4f5a185201dbd8ab6f9d67c1ede329557b40ae,379,10,16,33,2.64,87,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/812511,recipe_812511,logs/build/812511_20260712_230641_attempt_1.log,37,compiledrepos/812511/ssl-proxies/src/main/java/org/globus/gsi/OpenSSLKey.java,compiledrepos/812511/ssl-proxies/src/test/java/org/globus/gsi/OpenSSLKeyTest.java
49126308,ElasticScroll,ElasticScrollTest,repos/49126308/db-scroll-elastic/src/main/java/com/jeromeloisel/database/scroll/elastic/ElasticScroll.java,repos/49126308/db-scroll-elastic/src/test/java/com/jeromeloisel/database/scroll/elastic/ElasticScrollTest.java,db-scroll-elastic,https://github.com/jloisel/elastic-crud,840debc39f5795aaa2b2ff96d02f8e6505e61ac5,96,5,7,8,1.5,12,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/49126308,recipe_49126308,logs/build/49126308_20260712_230641_attempt_1.log,38,compiledrepos/49126308/db-scroll-elastic/src/main/java/com/jeromeloisel/database/scroll/elastic/ElasticScroll.java,compiledrepos/49126308/db-scroll-elastic/src/test/java/com/jeromeloisel/database/scroll/elastic/ElasticScrollTest.java
5093728,FeatureContext,FeatureContextTest,repos/5093728/core/src/main/java/com/googlecode/fitchy/FeatureContext.java,repos/5093728/core/src/test/java/com/googlecode/fitchy/FeatureContextTest.java,core,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,156,6,14,20,2.05,41,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,39,compiledrepos/5093728/core/src/main/java/com/googlecode/fitchy/FeatureContext.java,compiledrepos/5093728/core/src/test/java/com/googlecode/fitchy/FeatureContextTest.java
5093728,AnnotationRetriever,AnnotationRetrieverTest,repos/5093728/core/src/main/java/com/googlecode/fitchy/resolver/AnnotationRetriever.java,repos/5093728/core/src/test/java/com/googlecode/fitchy/resolver/AnnotationRetrieverTest.java,core,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,39,9,3,3,3.67,11,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,40,compiledrepos/5093728/core/src/main/java/com/googlecode/fitchy/resolver/AnnotationRetriever.java,compiledrepos/5093728/core/src/test/java/com/googlecode/fitchy/resolver/AnnotationRetrieverTest.java
74458764,RepositoryBackedSession,TestRepositoryBackedSession,repos/74458764/session-replacement/src/main/java/com/amadeus/session/RepositoryBackedSession.java,repos/74458764/session-replacement/src/test/java/com/amadeus/session/TestRepositoryBackedSession.java,session-replacement,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,382,7,27,45,2.22,100,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,41,compiledrepos/74458764/session-replacement/src/main/java/com/amadeus/session/RepositoryBackedSession.java,compiledrepos/74458764/session-replacement/src/test/java/com/amadeus/session/TestRepositoryBackedSession.java
74458764,RedisConfiguration,TestRedisConfiguration,repos/74458764/session-replacement/src/main/java/com/amadeus/session/repository/redis/RedisConfiguration.java,repos/74458764/session-replacement/src/test/java/com/amadeus/session/repository/redis/TestRedisConfiguration.java,session-replacement,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,239,12,8,19,2.89,55,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,42,compiledrepos/74458764/session-replacement/src/main/java/com/amadeus/session/repository/redis/RedisConfiguration.java,compiledrepos/74458764/session-replacement/src/test/java/com/amadeus/session/repository/redis/TestRedisConfiguration.java
74458764,SessionConfiguration,TestSessionConfiguration,repos/74458764/session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,repos/74458764/session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,session-replacement,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,471,7,56,66,1.52,100,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,43,compiledrepos/74458764/session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,compiledrepos/74458764/session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java
7283919,DataCell,DataCellTest,repos/7283919/dbfit-java/core/src/main/java/dbfit/util/DataCell.java,repos/7283919/dbfit-java/core/src/test/java/dbfit/util/DataCellTest.java,dbfit-java,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,24,3,4,5,1.6,8,unknown_but_builds_with_jdk8,gradle,main,42,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,44,compiledrepos/7283919/dbfit-java/core/src/main/java/dbfit/util/DataCell.java,compiledrepos/7283919/dbfit-java/core/src/test/java/dbfit/util/DataCellTest.java
7283919,TeradataDatePeriod,TeradataDatePeriodTest,repos/7283919/dbfit-java/teradata/src/main/java/dbfit/environment/TeradataDatePeriod.java,repos/7283919/dbfit-java/teradata/src/test/java/dbfit/environment/TeradataDatePeriodTest.java,dbfit-java,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,43,6,3,3,3.67,11,unknown_but_builds_with_jdk8,gradle,main,42,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,45,compiledrepos/7283919/dbfit-java/teradata/src/main/java/dbfit/environment/TeradataDatePeriod.java,compiledrepos/7283919/dbfit-java/teradata/src/test/java/dbfit/environment/TeradataDatePeriodTest.java
7283919,DbParameterAccessorsMapBuilder,DbParameterAccessorsMapBuilderTest,repos/7283919/dbfit-java/core/src/main/java/dbfit/util/DbParameterAccessorsMapBuilder.java,repos/7283919/dbfit-java/core/src/test/java/dbfit/util/DbParameterAccessorsMapBuilderTest.java,dbfit-java,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,21,2,3,3,1.33,4,unknown_but_builds_with_jdk8,gradle,main,42,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,46,compiledrepos/7283919/dbfit-java/core/src/main/java/dbfit/util/DbParameterAccessorsMapBuilder.java,compiledrepos/7283919/dbfit-java/core/src/test/java/dbfit/util/DbParameterAccessorsMapBuilderTest.java
54620819,PackageList,PackageListTest,repos/54620819/mvn-golang-wrapper/src/main/java/com/igormaznitsa/mvngolang/utils/PackageList.java,repos/54620819/mvn-golang-wrapper/src/test/java/com/igormaznitsa/mvngolang/utils/PackageListTest.java,mvn-golang-wrapper,https://github.com/raydac/mvn-golang,7f86a51cac312a8f7e3f4e4ce424151b0a67c9a5,174,9,10,13,2.85,37,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54620819,recipe_54620819,logs/build/54620819_20260712_230641_attempt_1.log,47,compiledrepos/54620819/mvn-golang-wrapper/src/main/java/com/igormaznitsa/mvngolang/utils/PackageList.java,compiledrepos/54620819/mvn-golang-wrapper/src/test/java/com/igormaznitsa/mvngolang/utils/PackageListTest.java
54231507,UnhandledAlertHandlingWebDriver,UnhandledAlertHandlingWebDriverTest,repos/54231507/core/src/main/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriver.java,repos/54231507/core/src/test/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriverTest.java,core,https://github.com/barancev/decorated-webdriver,5ccb07c06ba9322c50ab04b8f0b67574b8262caa,37,3,3,4,1.75,7,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54231507,recipe_54231507,logs/build/54231507_20260712_230641_attempt_1.log,48,compiledrepos/54231507/core/src/main/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriver.java,compiledrepos/54231507/core/src/test/java/ru/stqa/selenium/decorated/alerts/UnhandledAlertHandlingWebDriverTest.java
37728390,AttributeValue,AttributeValueTest,repos/37728390/contrib/geomason/src/main/java/sim/util/geo/AttributeValue.java,repos/37728390/contrib/geomason/src/test/java/sim/util/geo/AttributeValueTest.java,contrib/geomason,https://github.com/eclab/mason,08c95296de1b4fa73635e0c301ca9a272af8749e,101,7,17,17,1.47,25,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/37728390,recipe_37728390,logs/build/37728390_20260712_230641_attempt_1.log,49,compiledrepos/37728390/contrib/geomason/src/main/java/sim/util/geo/AttributeValue.java,compiledrepos/37728390/contrib/geomason/src/test/java/sim/util/geo/AttributeValueTest.java
39770930,JsonWireUtils,JsonWireUtilsTest,repos/39770930/proxy/src/main/java/ru/qatools/gridrouter/JsonWireUtils.java,repos/39770930/proxy/src/test/java/ru/qatools/gridrouter/JsonWireUtilsTest.java,proxy,https://github.com/seleniumkit/gridrouter,13aec297eac977effa987dc5940283614956ced5,49,2,8,8,1.38,11,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/39770930,recipe_39770930,logs/build/39770930_20260712_230641_attempt_1.log,50,compiledrepos/39770930/proxy/src/main/java/ru/qatools/gridrouter/JsonWireUtils.java,compiledrepos/39770930/proxy/src/test/java/ru/qatools/gridrouter/JsonWireUtilsTest.java
79246257,ArgusClient,ArgusClientTest,repos/79246257/client/argus-client/src/main/java/com/salesforce/argus/ArgusClient.java,repos/79246257/client/argus-client/src/test/java/com/salesforce/argus/ArgusClientTest.java,client/argus-client,https://github.com/salesforce/pyplyn,e70aab598245766642328bb4923f756603e8f39e,183,5,27,31,1.19,37,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/79246257,recipe_79246257,logs/build/79246257_20260712_230641_attempt_1.log,51,compiledrepos/79246257/client/argus-client/src/main/java/com/salesforce/argus/ArgusClient.java,compiledrepos/79246257/client/argus-client/src/test/java/com/salesforce/argus/ArgusClientTest.java
79246257,FormatUtils,FormatUtilsTest,repos/79246257/plugin-api/src/main/java/com/salesforce/pyplyn/util/FormatUtils.java,repos/79246257/plugin-api/src/test/java/com/salesforce/pyplyn/util/FormatUtilsTest.java,plugin-api,https://github.com/salesforce/pyplyn,e70aab598245766642328bb4923f756603e8f39e,69,5,6,7,1.86,13,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/79246257,recipe_79246257,logs/build/79246257_20260712_230641_attempt_1.log,52,compiledrepos/79246257/plugin-api/src/main/java/com/salesforce/pyplyn/util/FormatUtils.java,compiledrepos/79246257/plugin-api/src/test/java/com/salesforce/pyplyn/util/FormatUtilsTest.java
57251243,WingtipsRequestSpanCompletionAsyncListener,WingtipsRequestSpanCompletionAsyncListenerTest,repos/57251243/wingtips-servlet-api/src/main/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListener.java,repos/57251243/wingtips-servlet-api/src/test/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListenerTest.java,wingtips-servlet-api,https://github.com/Nike-Inc/wingtips,d78a9303c62507f40f8426b027450bd13f73cc94,89,4,5,7,1.86,13,7,gradle,main,42,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/57251243,recipe_57251243,logs/build/57251243_20260712_230641_attempt_1.log,53,compiledrepos/57251243/wingtips-servlet-api/src/main/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListener.java,compiledrepos/57251243/wingtips-servlet-api/src/test/java/com/nike/wingtips/servlet/WingtipsRequestSpanCompletionAsyncListenerTest.java
57251243,WingtipsToZipkinSpanConverterDefaultImpl,WingtipsToZipkinSpanConverterDefaultImplTest,repos/57251243/wingtips-zipkin2/src/main/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImpl.java,repos/57251243/wingtips-zipkin2/src/test/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImplTest.java,wingtips-zipkin2,https://github.com/Nike-Inc/wingtips,d78a9303c62507f40f8426b027450bd13f73cc94,233,10,3,14,4.86,68,7,gradle,main,42,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/57251243,recipe_57251243,logs/build/57251243_20260712_230641_attempt_1.log,54,compiledrepos/57251243/wingtips-zipkin2/src/main/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImpl.java,compiledrepos/57251243/wingtips-zipkin2/src/test/java/com/nike/wingtips/zipkin2/util/WingtipsToZipkinSpanConverterDefaultImplTest.java
70711909,HereAccount,HereAccountTest,repos/70711909/here-oauth-client/src/main/java/com/here/account/oauth2/HereAccount.java,repos/70711909/here-oauth-client/src/test/java/com/here/account/oauth2/HereAccountTest.java,here-oauth-client,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,269,6,6,20,2.3,46,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,55,compiledrepos/70711909/here-oauth-client/src/main/java/com/here/account/oauth2/HereAccount.java,compiledrepos/70711909/here-oauth-client/src/test/java/com/here/account/oauth2/HereAccountTest.java
70711909,ApacheHttpClientProvider,ApacheHttpClientProviderTest,repos/70711909/here-oauth-client/src/main/java/com/here/account/http/apache/ApacheHttpClientProvider.java,repos/70711909/here-oauth-client/src/test/java/com/here/account/http/apache/ApacheHttpClientProviderTest.java,here-oauth-client,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,276,13,18,25,2.36,59,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,56,compiledrepos/70711909/here-oauth-client/src/main/java/com/here/account/http/apache/ApacheHttpClientProvider.java,compiledrepos/70711909/here-oauth-client/src/test/java/com/here/account/http/apache/ApacheHttpClientProviderTest.java
70711909,FromHereCredentialsIniStream,FromHereCredentialsIniStreamTest,repos/70711909/here-oauth-client/src/main/java/com/here/account/auth/provider/FromHereCredentialsIniStream.java,repos/70711909/here-oauth-client/src/test/java/com/here/account/auth/provider/FromHereCredentialsIniStreamTest.java,here-oauth-client,https://github.com/heremaps/here-aaa-java-sdk,05b080cef101c9693e0421cc810d24d52dd0ad00,127,11,9,13,2.0,26,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/70711909,recipe_70711909,logs/build/70711909_20260712_230641_attempt_1.log,57,compiledrepos/70711909/here-oauth-client/src/main/java/com/here/account/auth/provider/FromHereCredentialsIniStream.java,compiledrepos/70711909/here-oauth-client/src/test/java/com/here/account/auth/provider/FromHereCredentialsIniStreamTest.java
58767125,DefaultBigDecimalMath,DefaultBigDecimalMathTest,repos/58767125/ch.obermuhlner.math.big/src/main/java/ch/obermuhlner/math/big/DefaultBigDecimalMath.java,repos/58767125/ch.obermuhlner.math.big/src/test/java/ch/obermuhlner/math/big/DefaultBigDecimalMathTest.java,ch.obermuhlner.math.big,https://github.com/eobermuhlner/big-math,7d84ea3ffcef4808a2e9b6376a1d2e472e2ca08f,209,3,49,55,1.11,61,unknown_but_builds_with_jdk8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58767125,recipe_58767125,logs/build/58767125_20260712_230641_attempt_1.log,58,compiledrepos/58767125/ch.obermuhlner.math.big/src/main/java/ch/obermuhlner/math/big/DefaultBigDecimalMath.java,compiledrepos/58767125/ch.obermuhlner.math.big/src/test/java/ch/obermuhlner/math/big/DefaultBigDecimalMathTest.java
37489990,DatastoreManager,DatastoreManagerTest,repos/37489990/tomcat-gcp-lib/src/main/java/com/google/cloud/runtimes/tomcat/session/DatastoreManager.java,repos/37489990/tomcat-gcp-lib/src/test/java/com/google/cloud/runtimes/tomcat/session/DatastoreManagerTest.java,tomcat-gcp-lib,https://github.com/GoogleCloudPlatform/tomcat-runtime,01722349149417368f95d490d88bda7cba6c8573,105,3,10,13,1.62,21,8,maven,main,42,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/37489990,recipe_37489990,logs/build/37489990_20260712_230641_attempt_1.log,59,compiledrepos/37489990/tomcat-gcp-lib/src/main/java/com/google/cloud/runtimes/tomcat/session/DatastoreManager.java,compiledrepos/37489990/tomcat-gcp-lib/src/test/java/com/google/cloud/runtimes/tomcat/session/DatastoreManagerTest.java
