sample_index,repo_id,class_key,focal_class,arm,generator,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail
39,41627638,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/islandperimeter/solution.java,Solution,gpt,gpt-4o-mini-2024-07-18,jacoco_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,"cwd=D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\039_41627638_562560bf\compiledrepos\41627638\leetcode\battleships-in-a-board; tasks=test,jacocoTestReport; The following general errors were encountered during the Gradle build: - com.github.IslandPerimeter.Solution_RBL4_562560bfTest > testIslandPerimeter_IslandWithHoles FAILED - java.lang.AssertionError at Solution_RBL4_562560bfTest.java:85 - - com.github.IslandPerimeter.Solution_RBL4_562560bfTest > testIslandPerimeter_ComplexShape FAILED - java.lang.AssertionError at Solution_RBL4_562560bfTest.java:64 - :test FAILED - - BUILD FAILED - - Total time: 10.633 secs"
39,41627638,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/islandperimeter/solution.java,Solution,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\41627638\TestClasses_41627638_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err"
40,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/user/blacklists.java,BlackLists,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/040_43105609_840860a6/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/BlackLists_RBL4_840860a6Test.java:[9,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/040_43105609_840860a6/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/BlackLists_RBL4_840860a6Test.java:[10,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/040_43105609_840860a6/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/BlackLists_RBL4_840860a6Test.java:[16,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/040_43105609_840860a6/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/BlackLists_RBL4_840860a6Test.java:[25,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.user.BlackLists_RBL4_840860a6Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/040"
43,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/user/tags.java,Tags,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/043_43105609_07837a1c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Tags_RBL4_07837a1cTest.java:[10,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/043_43105609_07837a1c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Tags_RBL4_07837a1cTest.java:[17,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/043_43105609_07837a1c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Tags_RBL4_07837a1cTest.java:[26,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.user.Tags_RBL4_07837a1cTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/043_43105609_07837a1c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Tags_RBL4_07837a1cTest.java:[38,28] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.user.Tags_RBL4_07837a1cTest - /D:/A_ThucNghi"
41,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/user/users.java,Users,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/041_43105609_95026f6c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Users_RBL4_95026f6cTest.java:[11,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/041_43105609_95026f6c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Users_RBL4_95026f6cTest.java:[19,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/041_43105609_95026f6c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Users_RBL4_95026f6cTest.java:[28,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.user.Users_RBL4_95026f6cTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/041_43105609_95026f6c/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/user/Users_RBL4_95026f6cTest.java:[37,27] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.user.Users_RBL4_95026f6cTest - /D:/A_Th"
42,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/menu/menus.java,Menus,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/042_43105609_2abcc2c1/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/menu/Menus_RBL4_2abcc2c1Test.java:[12,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/042_43105609_2abcc2c1/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/menu/Menus_RBL4_2abcc2c1Test.java:[13,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/042_43105609_2abcc2c1/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/menu/Menus_RBL4_2abcc2c1Test.java:[19,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/042_43105609_2abcc2c1/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/menu/Menus_RBL4_2abcc2c1Test.java:[28,20] cannot find symbol - symbol: method mock(java.lang.Class<com.riversoft.weixin.common.WxClient>) - location: class com.riversoft.weixin.mp.menu.Menus_RBL4_2abcc2c1Test - /D:/A_ThucNghiem/scripts_v2/workspaces/202"
44,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/card/cards.java,Cards,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/044_43105609_1f16a0ef/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/card/Cards_RBL4_1f16a0efTest.java:[9,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/044_43105609_1f16a0ef/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/card/Cards_RBL4_1f16a0efTest.java:[16,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/044_43105609_1f16a0ef/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/card/Cards_RBL4_1f16a0efTest.java:[25,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.card.Cards_RBL4_1f16a0efTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/044_43105609_1f16a0ef/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/card/Cards_RBL4_1f16a0efTest.java:[32,9] cannot find symbol - symbol: class Groupon - location: class com.riversoft.weixin.mp.card.Cards_RBL4_1f16a0efTest - /D:/A_ThucNghie"
45,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpmessages.java,MpMessages,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[9,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[16,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[25,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.message.MpMessages_RBL4_bb977cfcTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[33,28] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp."
46,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/jsapi/jsapis.java,JsAPIs,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/046_43105609_b72d8019/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/jsapi/JsAPIs_RBL4_b72d8019Test.java:[11,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/046_43105609_b72d8019/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/jsapi/JsAPIs_RBL4_b72d8019Test.java:[23,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.jsapi.JsAPIs_RBL4_b72d8019Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/046_43105609_b72d8019/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/jsapi/JsAPIs_RBL4_b72d8019Test.java:[32,35] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.jsapi.JsAPIs_RBL4_b72d8019Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/046_43105609_b72d8019/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/jsapi/JsAPIs_RBL4_b72d8019Test.java:[32,9] cannot find symbol - symbol: variabl"
47,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpxmlmessages.java,MpXmlMessages,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/047_43105609_368a2ac2/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpXmlMessages_RBL4_368a2ac2Test.java:[16,38] cannot find symbol - symbol: class TextRequest - location: class com.riversoft.weixin.mp.message.MpXmlMessages_RBL4_368a2ac2Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/047_43105609_368a2ac2/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpXmlMessages_RBL4_368a2ac2Test.java:[23,38] cannot find symbol - symbol: class ImageRequest - location: class com.riversoft.weixin.mp.message.MpXmlMessages_RBL4_368a2ac2Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/047_43105609_368a2ac2/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpXmlMessages_RBL4_368a2ac2Test.java:[30,38] cannot find symbol - symbol: class VoiceRequest - location: class com.riversoft.weixin.mp.message.MpXmlMessages_RBL4_368a2ac2Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/047_43105609_368a2ac2/compile"
48,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,TerminateExecution,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[33,67] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[34,27] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[39,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.TerminateExecution_RBL4_2bc9cc41Test - /D:/A_ThucNghiem/scripts_v2/workspaces/202"
48,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,TerminateExecution,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[33,67] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[34,27] cannot find symbol - symbol: class IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/048_44308560_2bc9cc41/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4_2bc9cc41Test.java:[39,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.TerminateExecution_RBL4_2bc9cc41Test - /D:/A_ThucNghiem/scripts_v2/workspaces/202"
50,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/agentserverversionschecker.java,AgentServerVersionsChecker,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[24,26] cannot find symbol - symbol: class Responder - location: class org.rf.ide.core.execution.agent.event.VersionsEvent - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[28,27] cannot find symbol - symbol: method openMocks(org.rf.ide.core.execution.server.AgentServerVersionsChecker_RBL4_17a13120Test) - location: class org.mockito.MockitoAnnotations - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[51,44] c"
50,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/agentserverversionschecker.java,AgentServerVersionsChecker,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[24,26] cannot find symbol - symbol: class Responder - location: class org.rf.ide.core.execution.agent.event.VersionsEvent - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[28,27] cannot find symbol - symbol: method openMocks(org.rf.ide.core.execution.server.AgentServerVersionsChecker_RBL4_17a13120Test) - location: class org.mockito.MockitoAnnotations - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/050_44308560_17a13120/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker_RBL4_17a13120Test.java:[51,44] c"
49,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,EvaluateCondition,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[44,27] writeValueAsString(java.lang.Object) in <anonymous org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test$1> cannot override writeValueAsString(java.lang.Object) in com.fasterxml.jackson.databind.ObjectMapper - overridden method does not throw java.io.IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[50,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCor"
49,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,EvaluateCondition,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[44,27] writeValueAsString(java.lang.Object) in <anonymous org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test$1> cannot override writeValueAsString(java.lang.Object) in com.fasterxml.jackson.databind.ObjectMapper - overridden method does not throw java.io.IOException - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4_00edbe66Test.java:[50,9] cannot find symbol - symbol: class ResponseException - location: class org.rf.ide.core.execution.server.response.EvaluateCondition_RBL4_00edbe66Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/049_44308560_00edbe66/compiledrepos/44308560/src/RobotFrameworkCor"
51,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,ResourceImportEvent,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy"
51,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,ResourceImportEvent,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy"
