sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail
70,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/util.java,46396068,46396068,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,Util,Util_RBL4_ac867cd2Test,PASS,ok,0.3,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\070_46396068_ac867cd2,sandbox readiness passed
71,46396068:hbase0.98/hbase-snapshot-0.98/src/main/java/com/kakao/hbase/snapshot/snapshot.java,46396068,46396068,hbase0.98/hbase-snapshot-0.98,maven:hbase0.98/hbase-snapshot-0.98,Maven,Snapshot,Snapshot_RBL4_46effb3eTest,PASS,ok,26.757,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\071_46396068_46effb3e,sandbox readiness passed
72,46450575:flo-workflow/src/main/java/com/spotify/flo/evalcontextwithtask.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,EvalContextWithTask,EvalContextWithTask_RBL4_ef73684bTest,PASS,ok,29.175,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\072_46450575_ef73684b,sandbox readiness passed
73,46450575:contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/structuredlogging.java,46450575,46450575,contrib/flo-styx,maven:contrib/flo-styx,Maven,StructuredLogging,StructuredLogging_RBL4_4178ab2dTest,PASS,ok,27.441,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\073_46450575_4178ab2d,sandbox readiness passed
74,46450575:flo-workflow/src/main/java/com/spotify/flo/context/forwardingevalcontext.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,ForwardingEvalContext,ForwardingEvalContext_RBL4_07864a44Test,PASS,ok,28.871,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\074_46450575_07864a44,sandbox readiness passed
75,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoperator.java,46450575,46450575,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,BigQueryOperator,BigQueryOperator_RBL4_6f1aba76Test,PASS,ok,23.238,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\075_46450575_6f1aba76,sandbox readiness passed
76,46450575:flo-workflow/src/main/java/com/spotify/flo/serialization.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,Serialization,Serialization_RBL4_0293e98eTest,PASS,ok,25.944,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\076_46450575_0293e98e,sandbox readiness passed
77,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoutput.java,46450575,46450575,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,BigQueryOutput,BigQueryOutput_RBL4_ea016342Test,PASS,ok,33.024,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\077_46450575_ea016342,sandbox readiness passed
78,46450575:contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/terminationlogging.java,46450575,46450575,contrib/flo-styx,maven:contrib/flo-styx,Maven,TerminationLogging,TerminationLogging_RBL4_bd50ba45Test,PASS,ok,26.504,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\078_46450575_bd50ba45,sandbox readiness passed
79,46450575:flo-workflow/src/main/java/com/spotify/flo/context/memoizingcontext.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,MemoizingContext,MemoizingContext_RBL4_c253e1f9Test,PASS,ok,19.93,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\079_46450575_c253e1f9,sandbox readiness passed
80,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/resettablesingletontraverser.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,ResettableSingletonTraverser,ResettableSingletonTraverser_RBL4_c7d874e7Test,PASS,ok,86.044,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\080_48046454_c7d874e7,sandbox readiness passed
81,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/slidingwindowpolicy.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,SlidingWindowPolicy,SlidingWindowPolicy_RBL4_0ca1a5feTest,PASS,ok,69.009,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\081_48046454_0ca1a5fe,sandbox readiness passed
82,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/processor/insertwatermarksp.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,InsertWatermarksP,InsertWatermarksP_RBL4_c320ce76Test,PASS,ok,68.801,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\082_48046454_c320ce76,sandbox readiness passed
83,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/serialization/delegatingserializationservice.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,DelegatingSerializationService,DelegatingSerializationService_RBL4_7ac59f01Test,PASS,ok,66.597,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\083_48046454_7ac59f01,sandbox readiness passed
84,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/reflectionutils.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,ReflectionUtils,ReflectionUtils_RBL4_4f424f3bTest,PASS,ok,4.833,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\084_48046454_4f424f3b,sandbox readiness passed
85,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/writefilep.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,WriteFileP,WriteFileP_RBL4_85ca0ba5Test,PASS,ok,4.911,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\085_48046454_85ca0ba5,sandbox readiness passed
86,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/streamfilesp.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,StreamFilesP,StreamFilesP_RBL4_cc4c3bc7Test,PASS,ok,4.895,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\086_48046454_cc4c3bc7,sandbox readiness passed
87,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/config/jobconfig.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,JobConfig,JobConfig_RBL4_3a062b6cTest,PASS,ok,4.853,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\087_48046454_3a062b6c,sandbox readiness passed
88,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/jsonhelper.java,49384652,49384652,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,JsonHelper,JsonHelper_RBL4_c3d480dcTest,PASS,ok,24.013,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\088_49384652_c3d480dc,sandbox readiness passed
89,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobsummaryserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveJobSummaryServiceImpl,MasterSlaveJobSummaryServiceImpl_RBL4_7f5ca105Test,PASS,ok,50.393,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\089_49384652_7f5ca105,sandbox readiness passed
90,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobsummaryserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyJobSummaryServiceImpl,StandbyJobSummaryServiceImpl_RBL4_28ebbe05Test,PASS,ok,68.541,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\090_49384652_28ebbe05,sandbox readiness passed
91,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbynodeserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyNodeServiceImpl,StandbyNodeServiceImpl_RBL4_b0b0f02aTest,PASS,ok,33.241,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\091_49384652_b0b0f02a,sandbox readiness passed
92,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavenodeserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveNodeServiceImpl,MasterSlaveNodeServiceImpl_RBL4_a80bae5fTest,PASS,ok,64.504,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\092_49384652_a80bae5f,sandbox readiness passed
93,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveJobServiceImpl,MasterSlaveJobServiceImpl_RBL4_d070942aTest,PASS,ok,73.482,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\093_49384652_d070942a,sandbox readiness passed
94,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjoblogserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyJobLogServiceImpl,StandbyJobLogServiceImpl_RBL4_c897b221Test,PASS,ok,75.084,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\094_49384652_c897b221,sandbox readiness passed
95,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/loggerhelper.java,49384652,49384652,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,LoggerHelper,LoggerHelper_RBL4_5d49c4feTest,PASS,ok,10.641,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\095_49384652_5d49c4fe,sandbox readiness passed
96,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/payload/formdatapayload.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,FormDataPayload,FormDataPayload_RBL4_fff81761Test,PASS,ok,5.157,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\096_558963_fff81761,sandbox readiness passed
97,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/directives.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Directives,Directives_RBL4_38f5b07cTest,PASS,ok,0.255,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\097_558963_38f5b07c,sandbox readiness passed
98,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/headers.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Headers,Headers_RBL4_341e479eTest,PASS,ok,0.147,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\098_558963_341e479e,sandbox readiness passed
99,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpmethod.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPMethod,HTTPMethod_RBL4_383f035cTest,PASS,ok,0.223,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\099_558963_383f035c,sandbox readiness passed
100,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/mimetype.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,MIMEType,MIMEType_RBL4_d908a814Test,PASS,ok,0.287,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\100_558963_d908a814,sandbox readiness passed
101,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/auth/defaultauthenticator.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,DefaultAuthenticator,DefaultAuthenticator_RBL4_64672f9fTest,PASS,ok,0.25,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\101_558963_64672f9f,sandbox readiness passed
102,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httpresponse.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPResponse,HTTPResponse_RBL4_589cc16fTest,PASS,ok,0.386,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\102_558963_589cc16f,sandbox readiness passed
103,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/httprequest.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,HTTPRequest,HTTPRequest_RBL4_a04d55a6Test,PASS,ok,0.264,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\103_558963_a04d55a6,sandbox readiness passed
104,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/statistics/processcountjob.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ProcessCountJob,ProcessCountJob_RBL4_fc02f3bfTest,PASS,ok,13.495,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\104_60578004_fc02f3bf,sandbox readiness passed
105,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/configurationnode.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ConfigurationNode,ConfigurationNode_RBL4_5ed65ca9Test,PASS,ok,11.205,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\105_60578004_5ed65ca9,sandbox readiness passed
106,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/plugin/sharding/strategy/averageallocationjobshardingstrategy.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,AverageAllocationJobShardingStrategy,AverageAllocationJobShardingStrategy_RBL4_bd05f034Test,PASS,ok,0.89,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\106_60578004_bd05f034,sandbox readiness passed
107,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/election/leaderelectionservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,LeaderElectionService,LeaderElectionService_RBL4_04265ecaTest,PASS,ok,0.887,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\107_60578004_04265eca,sandbox readiness passed
108,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/sharding/shardingservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ShardingService,ShardingService_RBL4_724aba58Test,PASS,ok,0.957,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\108_60578004_724aba58,sandbox readiness passed
109,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/storage/jobnodestorage.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,JobNodeStorage,JobNodeStorage_RBL4_c67ff505Test,PASS,ok,0.957,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\109_60578004_c67ff505,sandbox readiness passed
110,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/execution/executioncontextservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ExecutionContextService,ExecutionContextService_RBL4_ba1be17bTest,PASS,ok,0.93,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\110_60578004_ba1be17b,sandbox readiness passed
111,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/configurationservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ConfigurationService,ConfigurationService_RBL4_cf2e998cTest,PASS,ok,0.916,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\111_60578004_cf2e998c,sandbox readiness passed
112,61565876:injector/src/main/java/ch/jalu/injector/context/resolutioncontext.java,61565876,61565876,injector,maven:injector,Maven,ResolutionContext,ResolutionContext_RBL4_f0244fa3Test,PASS,ok,4.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\112_61565876_f0244fa3,sandbox readiness passed
113,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/singletonstoredependencyhandler.java,61565876,61565876,injector,maven:injector,Maven,SingletonStoreDependencyHandler,SingletonStoreDependencyHandler_RBL4_b36dd89fTest,PASS,ok,4.626,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\113_61565876_b36dd89f,sandbox readiness passed
114,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/standardinjection.java,61565876,61565876,injector,maven:injector,Maven,StandardInjection,StandardInjection_RBL4_3a4b44fbTest,PASS,ok,0.318,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\114_61565876_3a4b44fb,sandbox readiness passed
115,61565876:injector/src/main/java/ch/jalu/injector/context/objectidentifier.java,61565876,61565876,injector,maven:injector,Maven,ObjectIdentifier,ObjectIdentifier_RBL4_7460272fTest,PASS,ok,0.529,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\115_61565876_7460272f,sandbox readiness passed
116,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/defaultinjectionprovider.java,61565876,61565876,injector,maven:injector,Maven,DefaultInjectionProvider,DefaultInjectionProvider_RBL4_b7272345Test,PASS,ok,0.524,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\116_61565876_b7272345,sandbox readiness passed
117,61565876:injector/src/main/java/ch/jalu/injector/utils/reflectionutils.java,61565876,61565876,injector,maven:injector,Maven,ReflectionUtils,ReflectionUtils_RBL4_00880516Test,PASS,ok,0.539,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\117_61565876_00880516,sandbox readiness passed
118,61565876:injector/src/main/java/ch/jalu/injector/handlers/postconstruct/postconstructmethodinvoker.java,61565876,61565876,injector,maven:injector,Maven,PostConstructMethodInvoker,PostConstructMethodInvoker_RBL4_68accc5aTest,PASS,ok,0.276,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\118_61565876_68accc5a,sandbox readiness passed
119,61565876:injector/src/main/java/ch/jalu/injector/injectorimpl.java,61565876,61565876,injector,maven:injector,Maven,InjectorImpl,InjectorImpl_RBL4_0d84927dTest,PASS,ok,0.277,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\119_61565876_0d84927d,sandbox readiness passed
120,6293402:server/src/main/java/com/vaadin/data/provider/treedataprovider.java,6293402,6293402,server,maven:server,Maven,TreeDataProvider,TreeDataProvider_RBL4_73451966Test,PASS,ok,277.369,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\120_6293402_73451966,sandbox readiness passed
121,6293402:server/src/main/java/com/vaadin/server/vaadinportletrequest.java,6293402,6293402,server,maven:server,Maven,VaadinPortletRequest,VaadinPortletRequest_RBL4_5e6ec39eTest,PASS,ok,277.089,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\121_6293402_5e6ec39e,sandbox readiness passed
122,6293402:server/src/main/java/com/vaadin/ui/abstractsingleselect.java,6293402,6293402,server,maven:server,Maven,AbstractSingleSelect,AbstractSingleSelect_RBL4_76a24253Test,PASS,ok,277.093,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\122_6293402_76a24253,sandbox readiness passed
123,6293402:server/src/main/java/com/vaadin/util/encodeutil.java,6293402,6293402,server,maven:server,Maven,EncodeUtil,EncodeUtil_RBL4_b4ce0ae0Test,PASS,ok,259.525,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\123_6293402_b4ce0ae0,sandbox readiness passed
124,6293402:server/src/main/java/com/vaadin/server/localeservice.java,6293402,6293402,server,maven:server,Maven,LocaleService,LocaleService_RBL4_e764fd86Test,PASS,ok,15.138,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\124_6293402_e764fd86,sandbox readiness passed
125,6293402:server/src/main/java/com/vaadin/data/provider/datacommunicator.java,6293402,6293402,server,maven:server,Maven,DataCommunicator,DataCommunicator_RBL4_9bb6c751Test,PASS,ok,15.077,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\125_6293402_9bb6c751,sandbox readiness passed
126,6293402:server/src/main/java/com/vaadin/server/communication/metadatawriter.java,6293402,6293402,server,maven:server,Maven,MetadataWriter,MetadataWriter_RBL4_7f52707cTest,PASS,ok,15.162,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\126_6293402_7f52707c,sandbox readiness passed
127,6293402:server/src/main/java/com/vaadin/server/communication/serverrpchandler.java,6293402,6293402,server,maven:server,Maven,ServerRpcHandler,ServerRpcHandler_RBL4_1a82f048Test,PASS,ok,15.059,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\127_6293402_1a82f048,sandbox readiness passed
128,6437134:enav-util/src/main/java/dk/dma/enav/util/coordinateconverter.java,6437134,6437134,enav-util,maven:enav-util,Maven,CoordinateConverter,CoordinateConverter_RBL4_8d23156cTest,PASS,ok,2.413,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\128_6437134_8d23156c,sandbox readiness passed
129,6437134:enav-util/src/main/java/dk/dma/enav/util/compass/compassutils.java,6437134,6437134,enav-util,maven:enav-util,Maven,CompassUtils,CompassUtils_RBL4_262d6b6cTest,PASS,ok,2.407,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\129_6437134_262d6b6c,sandbox readiness passed
130,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/ellipse.java,6437134,6437134,enav-model,maven:enav-model,Maven,Ellipse,Ellipse_RBL4_2da8caedTest,PASS,ok,21.147,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\130_6437134_2da8caed,sandbox readiness passed
131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,6437134,6437134,enav-model,maven:enav-model,Maven,BoundingBox,BoundingBox_RBL4_1f61159dTest,PASS,ok,8.134,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d,sandbox readiness passed
132,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/routerouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,RouteRouteParser,RouteRouteParser_RBL4_6c97342fTest,PASS,ok,10.975,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\132_6437134_6c97342f,sandbox readiness passed
133,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rourouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,RouRouteParser,RouRouteParser_RBL4_4b2ecd0dTest,PASS,ok,20.207,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\133_6437134_4b2ecd0d,sandbox readiness passed
134,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/simplerouteparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,SimpleRouteParser,SimpleRouteParser_RBL4_3ed00afbTest,PASS,ok,18.247,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\134_6437134_3ed00afb,sandbox readiness passed
135,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rt3routeparser.java,6437134,6437134,enav-serialization,maven:enav-serialization,Maven,Rt3RouteParser,Rt3RouteParser_RBL4_b2fce36cTest,PASS,ok,25.268,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\135_6437134_b2fce36c,sandbox readiness passed
136,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/app.java,64487983,64487983,dependency-injection,maven:dependency-injection,Maven,App,App_RBL4_f077e771Test,PASS,ok,30.043,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\136_64487983_f077e771,sandbox readiness passed
137,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/guicewizard.java,64487983,64487983,dependency-injection,maven:dependency-injection,Maven,GuiceWizard,GuiceWizard_RBL4_f36a1968Test,PASS,ok,28.627,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\137_64487983_f36a1968,sandbox readiness passed
138,64487983:bridge/src/main/java/com/iluwatar/bridge/souleatingmagicweapon.java,64487983,64487983,bridge,maven:bridge,Maven,SoulEatingMagicWeapon,SoulEatingMagicWeapon_RBL4_e5ac9b33Test,PASS,ok,20.434,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\138_64487983_e5ac9b33,sandbox readiness passed
139,64487983:bridge/src/main/java/com/iluwatar/bridge/blindingmagicweapon.java,64487983,64487983,bridge,maven:bridge,Maven,BlindingMagicWeapon,BlindingMagicWeapon_RBL4_0f46d2c5Test,PASS,ok,12.597,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\139_64487983_0f46d2c5,sandbox readiness passed
140,64487983:bridge/src/main/java/com/iluwatar/bridge/flyingmagicweapon.java,64487983,64487983,bridge,maven:bridge,Maven,FlyingMagicWeapon,FlyingMagicWeapon_RBL4_65b25ee1Test,PASS,ok,3.912,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\140_64487983_65b25ee1,sandbox readiness passed
141,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/app.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,App,App_RBL4_735c5bfeTest,PASS,ok,3.927,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\141_64487983_735c5bfe,sandbox readiness passed
